,barcode,n_genes,percent_mito,n_counts,desc_0.8,max.prob0.8
GSM1594631,GSM1594631,43799,0.0,198939.77,2,0.5311731
GSM1594632,GSM1594632,43799,0.0,202078.33,9,0.5425236
GSM1594633,GSM1594633,43799,0.0,200000.23,6,0.38665912
GSM1594634,GSM1594634,43799,0.0,201833.17,10,0.49104458
GSM1594635,GSM1594635,43799,0.0,201353.58,4,0.20979813
GSM1594636,GSM1594636,43799,0.0,200520.02,1,0.219543
GSM1594637,GSM1594637,43799,0.0,201078.89,7,0.3920934
GSM1594638,GSM1594638,43799,0.0,198970.72,1,0.45987767
GSM1594639,GSM1594639,43799,0.0,200591.33,8,0.25657427
GSM1594640,GSM1594640,43799,0.0,201316.03,5,0.34285375
GSM1594641,GSM1594641,43799,0.0,200796.1,1,0.4223615
GSM1594642,GSM1594642,43799,0.0,200563.19,13,0.31770742
GSM1594643,GSM1594643,43799,0.0,201331.67,5,0.45441058
GSM1594644,GSM1594644,43799,0.0,197894.38,12,0.2965992
GSM1594645,GSM1594645,43799,0.0,198456.31,6,0.45606312
GSM1594646,GSM1594646,43799,0.0,200691.56,3,0.505954
GSM1594647,GSM1594647,43799,0.0,200970.62,1,0.22924034
GSM1594648,GSM1594648,43799,0.0,197929.8,8,0.5297094
GSM1594649,GSM1594649,43799,0.0,200981.9,12,0.5463765
GSM1594650,GSM1594650,43799,0.0,204413.88,12,0.4111638
GSM1594651,GSM1594651,43799,0.0,201128.73,0,0.3803043
GSM1594652,GSM1594652,43799,0.0,201428.17,0,0.4545055
GSM1594653,GSM1594653,43799,0.0,202980.53,0,0.26161328
GSM1594654,GSM1594654,43799,0.0,201885.62,7,0.4026589
GSM1594655,GSM1594655,43799,0.0,202583.11,3,0.43440175
GSM1594656,GSM1594656,43799,0.0,200624.75,3,0.49722132
GSM1594657,GSM1594657,43799,0.0,203942.4,10,0.46846294
GSM1594658,GSM1594658,43799,0.0,202941.38,3,0.43442962
GSM1594659,GSM1594659,43799,0.0,200161.53,0,0.23941323
GSM1594660,GSM1594660,43799,0.0,202345.45,7,0.33612955
GSM1594661,GSM1594661,43799,0.0,199048.05,8,0.5313493
GSM1594662,GSM1594662,43799,0.0,204199.55,7,0.44432974
GSM1594663,GSM1594663,43799,0.0,201167.33,1,0.20947985
GSM1594664,GSM1594664,43799,0.0,202801.5,1,0.38433772
GSM1594665,GSM1594665,43799,0.0,200981.92,9,0.55447084
GSM1594666,GSM1594666,43799,0.0,201208.67,2,0.5129826
GSM1594667,GSM1594667,43799,0.0,200523.89,4,0.4872563
GSM1594668,GSM1594668,43799,0.0,198573.16,11,0.5397536
GSM1594669,GSM1594669,43799,0.0,199653.03,4,0.5089658
GSM1594670,GSM1594670,43799,0.0,201816.5,4,0.50136554
GSM1594671,GSM1594671,43799,0.0,198979.3,11,0.3534027
GSM1594672,GSM1594672,43799,0.0,199585.05,8,0.49124655
GSM1594673,GSM1594673,43799,0.0,199218.06,5,0.5231827
GSM1594674,GSM1594674,43799,0.0,198470.6,6,0.21622244
GSM1594675,GSM1594675,43799,0.0,199808.75,1,0.3740559
GSM1594676,GSM1594676,43799,0.0,199565.95,8,0.49954998
GSM1594677,GSM1594677,43799,0.0,199435.78,11,0.525845
GSM1594678,GSM1594678,43799,0.0,200730.03,5,0.30152348
GSM1594679,GSM1594679,43799,0.0,200608.72,4,0.51140803
GSM1594680,GSM1594680,43799,0.0,201399.06,9,0.55728656
GSM1594681,GSM1594681,43799,0.0,201237.77,9,0.55801237
GSM1594682,GSM1594682,43799,0.0,200036.92,2,0.5344152
GSM1594683,GSM1594683,43799,0.0,201150.39,0,0.43291834
GSM1594684,GSM1594684,43799,0.0,199755.47,8,0.5335188
GSM1594685,GSM1594685,43799,0.0,201495.69,3,0.3373635
GSM1594686,GSM1594686,43799,0.0,202481.5,9,0.555929
GSM1594687,GSM1594687,43799,0.0,201247.98,9,0.55524284
GSM1594688,GSM1594688,43799,0.0,201836.34,2,0.53509754
GSM1594689,GSM1594689,43799,0.0,200398.8,5,0.47221193
GSM1594690,GSM1594690,43799,0.0,200280.2,6,0.33292395
GSM1594691,GSM1594691,43799,0.0,200834.7,2,0.5354818
GSM1594692,GSM1594692,43799,0.0,202201.3,4,0.5118865
GSM1594693,GSM1594693,43799,0.0,199239.12,0,0.15455523
GSM1594694,GSM1594694,43799,0.0,199492.42,4,0.50218266
GSM1594695,GSM1594695,43799,0.0,200717.06,2,0.53424567
GSM1594696,GSM1594696,43799,0.0,199625.73,4,0.5095272
GSM1594697,GSM1594697,43799,0.0,200024.34,5,0.5246527
GSM1594698,GSM1594698,43799,0.0,201931.73,2,0.5346073
GSM1594699,GSM1594699,43799,0.0,201622.14,9,0.5537221
GSM1594700,GSM1594700,43799,0.0,201336.11,2,0.5349318
GSM1594701,GSM1594701,43799,0.0,200552.58,2,0.31830007
GSM1594702,GSM1594702,43799,0.0,199872.48,2,0.32869554
GSM1594703,GSM1594703,43799,0.0,201070.86,2,0.32884094
GSM1594704,GSM1594704,43799,0.0,197947.88,2,0.53499776
GSM1594705,GSM1594705,43799,0.0,198227.52,8,0.1862015
GSM1594706,GSM1594706,43799,0.0,201670.12,9,0.5363808
GSM1594707,GSM1594707,43799,0.0,202178.38,9,0.53973556
GSM1594708,GSM1594708,43799,0.0,202034.66,9,0.5360493
GSM1594709,GSM1594709,43799,0.0,201554.16,9,0.5453309
GSM1594710,GSM1594710,43799,0.0,201144.44,2,0.48494226
GSM1594711,GSM1594711,43799,0.0,201414.8,2,0.270544
GSM1594712,GSM1594712,43799,0.0,201122.14,4,0.511165
GSM1594713,GSM1594713,43799,0.0,200310.72,0,0.45367754
GSM1594714,GSM1594714,43799,0.0,201885.16,4,0.50513536
GSM1594715,GSM1594715,43799,0.0,201789.64,2,0.5335519
GSM1594716,GSM1594716,43799,0.0,201304.67,5,0.5220239
GSM1594717,GSM1594717,43799,0.0,203949.77,4,0.50723374
GSM1594718,GSM1594718,43799,0.0,200975.6,6,0.3952398
GSM1594719,GSM1594719,43799,0.0,202724.86,4,0.5106184
GSM1594720,GSM1594720,43799,0.0,201463.72,4,0.50458694
GSM1594721,GSM1594721,43799,0.0,202626.16,5,0.51863104
GSM1594722,GSM1594722,43799,0.0,202960.6,9,0.5647303
GSM1594723,GSM1594723,43799,0.0,202400.89,9,0.37441635
GSM1594724,GSM1594724,43799,0.0,199366.66,11,0.3558992
GSM1594725,GSM1594725,43799,0.0,201705.62,2,0.47831076
GSM1594726,GSM1594726,43799,0.0,202117.58,2,0.5340726
GSM1594727,GSM1594727,43799,0.0,202324.8,2,0.3349619
GSM1594728,GSM1594728,43799,0.0,203704.44,9,0.53823876
GSM1594729,GSM1594729,43799,0.0,200472.66,6,0.32315028
GSM1594730,GSM1594730,43799,0.0,202532.5,2,0.4018364
GSM1594731,GSM1594731,43799,0.0,203215.3,2,0.34170946
GSM1594732,GSM1594732,43799,0.0,201474.53,4,0.5096861
GSM1594733,GSM1594733,43799,0.0,202340.47,2,0.5357644
GSM1594734,GSM1594734,43799,0.0,201638.19,4,0.50158435
GSM1594735,GSM1594735,43799,0.0,202929.97,0,0.4447511
GSM1594736,GSM1594736,43799,0.0,206263.89,0,0.40293375
GSM1594737,GSM1594737,43799,0.0,202572.77,2,0.5353074
GSM1594738,GSM1594738,43799,0.0,200764.14,2,0.40809575
GSM1594739,GSM1594739,43799,0.0,199919.7,8,0.55526924
GSM1594740,GSM1594740,43799,0.0,202803.27,9,0.54049444
GSM1594741,GSM1594741,43799,0.0,200355.39,6,0.46715122
GSM1594742,GSM1594742,43799,0.0,202368.88,9,0.55419004
GSM1594743,GSM1594743,43799,0.0,200721.9,2,0.53296727
GSM1594744,GSM1594744,43799,0.0,201028.14,5,0.5248361
GSM1594745,GSM1594745,43799,0.0,201958.34,5,0.47867283
GSM1594746,GSM1594746,43799,0.0,201953.17,9,0.5591593
GSM1594747,GSM1594747,43799,0.0,199944.58,0,0.43784934
GSM1594748,GSM1594748,43799,0.0,202156.77,2,0.5338383
GSM1594749,GSM1594749,43799,0.0,201064.02,5,0.44716755
GSM1594750,GSM1594750,43799,0.0,200368.14,4,0.50270724
GSM1594751,GSM1594751,43799,0.0,203698.94,9,0.5535508
GSM1594752,GSM1594752,43799,0.0,202586.16,2,0.32441434
GSM1594753,GSM1594753,43799,0.0,202780.36,9,0.55229455
GSM1594754,GSM1594754,43799,0.0,201697.12,2,0.5033793
GSM1594755,GSM1594755,43799,0.0,203365.88,9,0.55063117
GSM1594756,GSM1594756,43799,0.0,201687.61,13,0.5305376
GSM1594757,GSM1594757,43799,0.0,200120.72,11,0.3520122
GSM1594758,GSM1594758,43799,0.0,201311.39,2,0.53413075
GSM1594759,GSM1594759,43799,0.0,200773.77,4,0.511223
GSM1594760,GSM1594760,43799,0.0,199623.58,4,0.5110911
GSM1594761,GSM1594761,43799,0.0,199535.47,11,0.35308322
GSM1594762,GSM1594762,43799,0.0,201153.1,8,0.26058918
GSM1594763,GSM1594763,43799,0.0,201358.9,6,0.5311954
GSM1594764,GSM1594764,43799,0.0,201651.7,6,0.36742473
GSM1594765,GSM1594765,43799,0.0,202087.66,1,0.36907095
GSM1594766,GSM1594766,43799,0.0,203007.9,1,0.3974879
GSM1594767,GSM1594767,43799,0.0,201195.77,4,0.28309727
GSM1594768,GSM1594768,43799,0.0,201156.8,3,0.35240987
GSM1594769,GSM1594769,43799,0.0,202010.03,1,0.39875793
GSM1594770,GSM1594770,43799,0.0,203002.2,1,0.3670969
GSM1594771,GSM1594771,43799,0.0,202013.81,0,0.37955305
GSM1594772,GSM1594772,43799,0.0,203371.06,10,0.48495945
GSM1594773,GSM1594773,43799,0.0,202098.36,13,0.53103495
GSM1594774,GSM1594774,43799,0.0,200000.78,13,0.5314997
GSM1594775,GSM1594775,43799,0.0,200568.6,8,0.5445182
GSM1594776,GSM1594776,43799,0.0,205592.14,3,0.45400116
GSM1594777,GSM1594777,43799,0.0,206050.8,12,0.41035914
GSM1594778,GSM1594778,43799,0.0,205493.12,3,0.28652814
GSM1594779,GSM1594779,43799,0.0,206746.28,3,0.19582567
GSM1594780,GSM1594780,43799,0.0,205705.61,12,0.5509131
GSM1594781,GSM1594781,43799,0.0,206102.9,12,0.41116232
GSM1594782,GSM1594782,43799,0.0,200797.55,0,0.4535917
GSM1594783,GSM1594783,43799,0.0,203456.12,7,0.47741738
GSM1594784,GSM1594784,43799,0.0,201296.75,1,0.44488013
GSM1594785,GSM1594785,43799,0.0,201164.61,5,0.3706271
GSM1594786,GSM1594786,43799,0.0,201203.5,7,0.4167432
GSM1594787,GSM1594787,43799,0.0,200097.34,4,0.5115534
GSM1594788,GSM1594788,43799,0.0,202562.12,3,0.25428244
GSM1594789,GSM1594789,43799,0.0,202595.36,3,0.34236437
GSM1594790,GSM1594790,43799,0.0,201041.81,1,0.41757774
GSM1594791,GSM1594791,43799,0.0,201191.12,10,0.5100911
GSM1594792,GSM1594792,43799,0.0,202166.22,6,0.3663601
GSM1594793,GSM1594793,43799,0.0,201484.05,0,0.37919292
GSM1594794,GSM1594794,43799,0.0,202859.44,10,0.524113
GSM1594795,GSM1594795,43799,0.0,202116.56,10,0.3706904
GSM1594796,GSM1594796,43799,0.0,202061.34,13,0.23582107
GSM1594797,GSM1594797,43799,0.0,201291.78,6,0.41227096
GSM1594798,GSM1594798,43799,0.0,202951.94,1,0.40359032
GSM1594799,GSM1594799,43799,0.0,202119.44,7,0.49938652
GSM1594800,GSM1594800,43799,0.0,200433.16,8,0.53014535
GSM1594801,GSM1594801,43799,0.0,199923.25,0,0.4265514
GSM1594802,GSM1594802,43799,0.0,201036.17,1,0.42988926
GSM1594803,GSM1594803,43799,0.0,201955.05,10,0.50502145
GSM1594804,GSM1594804,43799,0.0,202517.22,1,0.44863942
GSM1594805,GSM1594805,43799,0.0,200452.33,5,0.44387427
GSM1594806,GSM1594806,43799,0.0,200287.28,1,0.44954932
GSM1594807,GSM1594807,43799,0.0,201507.92,10,0.52301997
GSM1594808,GSM1594808,43799,0.0,202363.2,1,0.46054024
GSM1594809,GSM1594809,43799,0.0,202033.08,10,0.49432257
GSM1594810,GSM1594810,43799,0.0,203388.27,3,0.33573908
GSM1594811,GSM1594811,43799,0.0,203093.38,1,0.36145097
GSM1594812,GSM1594812,43799,0.0,202710.38,4,0.4775865
GSM1594813,GSM1594813,43799,0.0,198705.92,8,0.5582003
GSM1594814,GSM1594814,43799,0.0,199942.98,0,0.389981
GSM1594815,GSM1594815,43799,0.0,201265.2,7,0.27593705
GSM1594816,GSM1594816,43799,0.0,201028.75,6,0.46592602
GSM1594817,GSM1594817,43799,0.0,200082.2,6,0.23105386
GSM1594818,GSM1594818,43799,0.0,198534.4,0,0.4178578
GSM1594819,GSM1594819,43799,0.0,202607.58,2,0.5207969
GSM1594820,GSM1594820,43799,0.0,201261.9,5,0.3704388
GSM1594821,GSM1594821,43799,0.0,199904.92,8,0.53552115
GSM1594822,GSM1594822,43799,0.0,201126.2,3,0.1641355
GSM1594823,GSM1594823,43799,0.0,200597.34,6,0.5160554
GSM1594824,GSM1594824,43799,0.0,200206.1,2,0.3147085
GSM1594825,GSM1594825,43799,0.0,199459.84,8,0.49231067
GSM1594826,GSM1594826,43799,0.0,200078.47,5,0.5257411
GSM1594827,GSM1594827,43799,0.0,204567.94,4,0.50948817
GSM1594828,GSM1594828,43799,0.0,202570.55,2,0.535328
GSM1594829,GSM1594829,43799,0.0,201165.56,2,0.5333045
GSM1594830,GSM1594830,43799,0.0,202438.17,9,0.561917
GSM1594831,GSM1594831,43799,0.0,201766.03,4,0.50905126
GSM1594832,GSM1594832,43799,0.0,202690.66,1,0.4665416
GSM1594833,GSM1594833,43799,0.0,206004.47,10,0.5184915
GSM1594834,GSM1594834,43799,0.0,200788.39,5,0.5187006
GSM1594835,GSM1594835,43799,0.0,200666.17,4,0.50737435
GSM1594836,GSM1594836,43799,0.0,199224.86,11,0.49344546
GSM1594837,GSM1594837,43799,0.0,199551.39,4,0.5083138
GSM1594838,GSM1594838,43799,0.0,200112.88,13,0.52336615
GSM1594839,GSM1594839,43799,0.0,199673.36,6,0.14898588
GSM1594840,GSM1594840,43799,0.0,201266.31,4,0.5096611
GSM1594841,GSM1594841,43799,0.0,202388.75,9,0.55228907
GSM1594842,GSM1594842,43799,0.0,199751.22,4,0.51117957
GSM1594843,GSM1594843,43799,0.0,201686.95,9,0.55225706
GSM1594844,GSM1594844,43799,0.0,200731.17,9,0.5253048
GSM1594845,GSM1594845,43799,0.0,199595.23,1,0.37715253
GSM1594846,GSM1594846,43799,0.0,199801.94,2,0.53013337
GSM1594847,GSM1594847,43799,0.0,199774.58,4,0.5089126
GSM1594848,GSM1594848,43799,0.0,199456.22,2,0.5296109
GSM1594849,GSM1594849,43799,0.0,197934.95,5,0.5144139
GSM1594850,GSM1594850,43799,0.0,199699.78,5,0.51958746
GSM1594851,GSM1594851,43799,0.0,198303.92,13,0.5309373
GSM1594852,GSM1594852,43799,0.0,198527.72,2,0.53336495
GSM1594853,GSM1594853,43799,0.0,199673.58,5,0.2760969
GSM1594854,GSM1594854,43799,0.0,197538.05,2,0.53558683
GSM1594855,GSM1594855,43799,0.0,200638.44,9,0.5505984
GSM1594856,GSM1594856,43799,0.0,201238.97,2,0.5188307
GSM1594857,GSM1594857,43799,0.0,199781.39,2,0.5325972
GSM1594858,GSM1594858,43799,0.0,199006.53,5,0.2774291
GSM1594859,GSM1594859,43799,0.0,199290.31,5,0.5177181
GSM1594860,GSM1594860,43799,0.0,199530.08,2,0.5323118
GSM1594861,GSM1594861,43799,0.0,200479.77,9,0.5491497
GSM1594862,GSM1594862,43799,0.0,198954.7,4,0.51067686
GSM1594863,GSM1594863,43799,0.0,199144.22,9,0.5475394
GSM1594864,GSM1594864,43799,0.0,200709.58,4,0.507863
GSM1594865,GSM1594865,43799,0.0,201717.23,9,0.5708198
GSM1594866,GSM1594866,43799,0.0,199405.47,4,0.51022583
GSM1594867,GSM1594867,43799,0.0,199257.33,2,0.5289786
GSM1594868,GSM1594868,43799,0.0,199879.98,2,0.52732927
GSM1594869,GSM1594869,43799,0.0,199131.19,2,0.5346479
GSM1594870,GSM1594870,43799,0.0,199883.39,2,0.5340998
GSM1594871,GSM1594871,43799,0.0,203500.38,3,0.43546456
GSM1594872,GSM1594872,43799,0.0,202964.23,7,0.44692734
GSM1594873,GSM1594873,43799,0.0,202077.89,3,0.43586728
GSM1594874,GSM1594874,43799,0.0,201637.39,4,0.5079852
GSM1594875,GSM1594875,43799,0.0,200760.92,6,0.19681701
GSM1594876,GSM1594876,43799,0.0,200690.53,5,0.4957839
GSM1594877,GSM1594877,43799,0.0,203501.31,2,0.46425596
GSM1594878,GSM1594878,43799,0.0,203122.61,2,0.5344135
GSM1594879,GSM1594879,43799,0.0,201172.52,6,0.36093718
GSM1594880,GSM1594880,43799,0.0,201398.55,6,0.4550544
GSM1594881,GSM1594881,43799,0.0,203423.05,9,0.57021743
GSM1594882,GSM1594882,43799,0.0,204032.53,2,0.53467214
GSM1594883,GSM1594883,43799,0.0,202896.73,2,0.5333632
GSM1594884,GSM1594884,43799,0.0,201308.75,4,0.51160604
GSM1594885,GSM1594885,43799,0.0,201091.16,2,0.53315485
GSM1594886,GSM1594886,43799,0.0,200929.73,2,0.5327961
GSM1594887,GSM1594887,43799,0.0,201218.77,5,0.50907403
GSM1594888,GSM1594888,43799,0.0,199567.3,1,0.41809466
GSM1594889,GSM1594889,43799,0.0,199928.7,5,0.5183813
GSM1594890,GSM1594890,43799,0.0,202966.67,9,0.545322
GSM1594891,GSM1594891,43799,0.0,199665.08,6,0.15707721
GSM1594892,GSM1594892,43799,0.0,201297.84,0,0.29219913
GSM1594893,GSM1594893,43799,0.0,201291.7,2,0.5332804
GSM1594894,GSM1594894,43799,0.0,200537.38,5,0.5198602
GSM1594895,GSM1594895,43799,0.0,201440.38,2,0.5356323
GSM1594896,GSM1594896,43799,0.0,199399.95,6,0.38670915
GSM1594897,GSM1594897,43799,0.0,201075.03,9,0.5520852
GSM1594898,GSM1594898,43799,0.0,201552.2,4,0.4987402
GSM1594899,GSM1594899,43799,0.0,200837.34,1,0.45748463
GSM1594900,GSM1594900,43799,0.0,199900.9,2,0.5329403
GSM1594901,GSM1594901,43799,0.0,201744.95,9,0.5602801
GSM1594902,GSM1594902,43799,0.0,201764.27,7,0.27051586
GSM1594903,GSM1594903,43799,0.0,200057.62,6,0.4035125
GSM1594904,GSM1594904,43799,0.0,199695.16,5,0.52420366
GSM1594905,GSM1594905,43799,0.0,200880.19,13,0.52662057
GSM1594906,GSM1594906,43799,0.0,202183.69,3,0.51488477
GSM1594907,GSM1594907,43799,0.0,200471.14,3,0.4391965
GSM1594908,GSM1594908,43799,0.0,202139.11,9,0.5548275
GSM1594909,GSM1594909,43799,0.0,200406.64,4,0.5088613
GSM1594910,GSM1594910,43799,0.0,202973.61,2,0.53338766
GSM1594911,GSM1594911,43799,0.0,200871.7,10,0.5175354
GSM1594912,GSM1594912,43799,0.0,200213.19,6,0.39335713
GSM1594913,GSM1594913,43799,0.0,201294.98,3,0.43685004
GSM1594914,GSM1594914,43799,0.0,201201.64,1,0.2614557
GSM1594915,GSM1594915,43799,0.0,201715.92,10,0.5008352
GSM1594916,GSM1594916,43799,0.0,197559.05,8,0.23445167
GSM1594917,GSM1594917,43799,0.0,200316.98,6,0.52605903
GSM1594918,GSM1594918,43799,0.0,202326.88,1,0.44938263
GSM1594919,GSM1594919,43799,0.0,200653.14,3,0.43591967
GSM1594920,GSM1594920,43799,0.0,202189.17,10,0.5203322
GSM1594921,GSM1594921,43799,0.0,198252.34,8,0.53074473
GSM1594922,GSM1594922,43799,0.0,200123.14,7,0.31850335
GSM1594923,GSM1594923,43799,0.0,200666.83,1,0.4338184
GSM1594924,GSM1594924,43799,0.0,202027.78,4,0.35948968
GSM1594925,GSM1594925,43799,0.0,201779.52,1,0.32666212
GSM1594926,GSM1594926,43799,0.0,201335.47,3,0.47880396
GSM1594927,GSM1594927,43799,0.0,201402.42,2,0.5328422
GSM1594928,GSM1594928,43799,0.0,201452.89,5,0.37910357
GSM1594929,GSM1594929,43799,0.0,201549.3,7,0.4820843
GSM1594930,GSM1594930,43799,0.0,200357.64,6,0.38679954
GSM1594931,GSM1594931,43799,0.0,199519.2,3,0.44213977
GSM1594932,GSM1594932,43799,0.0,202446.28,3,0.24091297
GSM1594933,GSM1594933,43799,0.0,203036.19,3,0.25566766
GSM1594934,GSM1594934,43799,0.0,204526.67,10,0.362758
GSM1594935,GSM1594935,43799,0.0,204110.61,12,0.5604536
GSM1594936,GSM1594936,43799,0.0,203221.48,3,0.5308746
GSM1594937,GSM1594937,43799,0.0,201093.05,0,0.26178217
GSM1594938,GSM1594938,43799,0.0,199906.22,8,0.5311062
GSM1594939,GSM1594939,43799,0.0,200172.38,6,0.5225727
GSM1594940,GSM1594940,43799,0.0,199603.9,0,0.4604104
GSM1594941,GSM1594941,43799,0.0,201579.66,1,0.455238
GSM1594942,GSM1594942,43799,0.0,200157.97,6,0.39232633
GSM1594943,GSM1594943,43799,0.0,198899.92,8,0.27921557
GSM1594944,GSM1594944,43799,0.0,199106.97,11,0.2749612
GSM1594945,GSM1594945,43799,0.0,199523.64,0,0.36397386
GSM1594946,GSM1594946,43799,0.0,202182.97,10,0.524359
GSM1594947,GSM1594947,43799,0.0,199181.38,0,0.42203954
GSM1594948,GSM1594948,43799,0.0,201310.47,10,0.44557276
GSM1594949,GSM1594949,43799,0.0,202866.47,10,0.4796652
GSM1594950,GSM1594950,43799,0.0,201206.55,0,0.41998333
GSM1594951,GSM1594951,43799,0.0,202173.8,10,0.4791689
GSM1594952,GSM1594952,43799,0.0,201999.62,3,0.3209864
GSM1594953,GSM1594953,43799,0.0,201340.02,12,0.54596233
GSM1594954,GSM1594954,43799,0.0,201510.27,3,0.49077755
GSM1594955,GSM1594955,43799,0.0,201898.23,3,0.441994
GSM1594956,GSM1594956,43799,0.0,202794.84,10,0.52306455
GSM1594957,GSM1594957,43799,0.0,202541.06,3,0.53171927
GSM1594958,GSM1594958,43799,0.0,203014.98,12,0.41147795
GSM1594959,GSM1594959,43799,0.0,202490.73,3,0.34169993
GSM1594960,GSM1594960,43799,0.0,200522.28,12,0.55191755
GSM1594961,GSM1594961,43799,0.0,203962.34,12,0.4113148
GSM1594962,GSM1594962,43799,0.0,203007.75,3,0.4880559
GSM1594963,GSM1594963,43799,0.0,201803.73,3,0.44901165
GSM1594964,GSM1594964,43799,0.0,202126.66,3,0.48034948
GSM1594965,GSM1594965,43799,0.0,201964.48,6,0.46603468
GSM1594966,GSM1594966,43799,0.0,203160.61,10,0.5243709
GSM1594967,GSM1594967,43799,0.0,201499.36,10,0.52501136
GSM1594968,GSM1594968,43799,0.0,203298.72,10,0.5431069
GSM1594969,GSM1594969,43799,0.0,202541.06,6,0.36554822
GSM1594970,GSM1594970,43799,0.0,201033.61,6,0.36610532
GSM1594971,GSM1594971,43799,0.0,200822.12,10,0.5417808
GSM1594972,GSM1594972,43799,0.0,201050.48,6,0.46757066
GSM1594973,GSM1594973,43799,0.0,203274.8,3,0.4380433
GSM1594974,GSM1594974,43799,0.0,202327.69,0,0.31176603
GSM1594975,GSM1594975,43799,0.0,201250.86,4,0.30683666
GSM1594976,GSM1594976,43799,0.0,201904.08,10,0.5244176
GSM1594977,GSM1594977,43799,0.0,200155.78,8,0.23875399
GSM1594978,GSM1594978,43799,0.0,203804.67,12,0.40572295
GSM1594979,GSM1594979,43799,0.0,204215.38,12,0.5462852
GSM1594980,GSM1594980,43799,0.0,205818.73,1,0.36299086
GSM1594981,GSM1594981,43799,0.0,203498.89,10,0.5106668
GSM1594982,GSM1594982,43799,0.0,201085.45,0,0.4541054
GSM1594983,GSM1594983,43799,0.0,201054.42,0,0.47443134
GSM1594984,GSM1594984,43799,0.0,204539.52,12,0.54622805
GSM1594985,GSM1594985,43799,0.0,202071.08,10,0.5213416
GSM1594986,GSM1594986,43799,0.0,201466.84,6,0.31861052
GSM1594987,GSM1594987,43799,0.0,201024.19,8,0.5291033
GSM1594988,GSM1594988,43799,0.0,203627.22,6,0.5302858
GSM1594989,GSM1594989,43799,0.0,201992.75,12,0.5655007
GSM1594990,GSM1594990,43799,0.0,200805.75,13,0.3385986
GSM1594991,GSM1594991,43799,0.0,202578.0,10,0.4790939
GSM1594992,GSM1594992,43799,0.0,202226.58,1,0.43551695
GSM1594993,GSM1594993,43799,0.0,202819.75,0,0.2495576
GSM1594994,GSM1594994,43799,0.0,200654.66,12,0.5832222
GSM1594995,GSM1594995,43799,0.0,202186.95,10,0.54427695
GSM1594996,GSM1594996,43799,0.0,197849.94,12,0.20403652
GSM1594997,GSM1594997,43799,0.0,200788.44,6,0.46457684
GSM1594998,GSM1594998,43799,0.0,198968.78,12,0.55331874
GSM1594999,GSM1594999,43799,0.0,201945.9,3,0.44295213
GSM1595000,GSM1595000,43799,0.0,202871.28,3,0.47865972
GSM1595001,GSM1595001,43799,0.0,201272.05,3,0.4523879
GSM1595002,GSM1595002,43799,0.0,201404.16,5,0.47400808
GSM1595003,GSM1595003,43799,0.0,203228.6,10,0.5022485
GSM1595004,GSM1595004,43799,0.0,200940.31,8,0.18375777
GSM1595005,GSM1595005,43799,0.0,200409.25,13,0.53077954
GSM1595006,GSM1595006,43799,0.0,202061.95,3,0.16129033
GSM1595007,GSM1595007,43799,0.0,200099.31,12,0.33718786
GSM1595008,GSM1595008,43799,0.0,202742.67,10,0.4769962
GSM1595009,GSM1595009,43799,0.0,202296.83,4,0.36089334
GSM1595010,GSM1595010,43799,0.0,202701.38,4,0.5118206
GSM1595011,GSM1595011,43799,0.0,202885.5,0,0.19517955
GSM1595012,GSM1595012,43799,0.0,202218.53,0,0.29085445
GSM1595013,GSM1595013,43799,0.0,204723.8,3,0.46967503
GSM1595014,GSM1595014,43799,0.0,204637.88,10,0.5235292
GSM1595015,GSM1595015,43799,0.0,200725.5,0,0.46206692
GSM1595016,GSM1595016,43799,0.0,204956.94,3,0.3537972
GSM1595017,GSM1595017,43799,0.0,203582.75,10,0.47747752
GSM1595018,GSM1595018,43799,0.0,202588.34,3,0.36377135
GSM1595019,GSM1595019,43799,0.0,200948.62,4,0.50385344
GSM1595020,GSM1595020,43799,0.0,203969.44,10,0.4707906
GSM1595021,GSM1595021,43799,0.0,201873.53,3,0.25773552
GSM1595022,GSM1595022,43799,0.0,203094.8,7,0.48767093
GSM1595023,GSM1595023,43799,0.0,200623.02,0,0.4233171
GSM1595024,GSM1595024,43799,0.0,201429.55,13,0.52350664
GSM1595025,GSM1595025,43799,0.0,201893.22,4,0.51149124
GSM1595026,GSM1595026,43799,0.0,201128.89,0,0.3741963
GSM1595027,GSM1595027,43799,0.0,201989.95,6,0.52957207
GSM1595028,GSM1595028,43799,0.0,203544.7,10,0.52235657
GSM1595029,GSM1595029,43799,0.0,202042.31,3,0.4372741
GSM1595030,GSM1595030,43799,0.0,201039.81,1,0.44440407
GSM1595031,GSM1595031,43799,0.0,202984.89,12,0.54643214
GSM1595032,GSM1595032,43799,0.0,202356.78,3,0.43647146
GSM1595033,GSM1595033,43799,0.0,199672.52,11,0.54200464
GSM1595034,GSM1595034,43799,0.0,203550.38,3,0.49730715
GSM1595035,GSM1595035,43799,0.0,200791.44,11,0.21807185
GSM1595036,GSM1595036,43799,0.0,200284.73,0,0.4128755
GSM1595037,GSM1595037,43799,0.0,201478.19,3,0.52799934
GSM1595038,GSM1595038,43799,0.0,200212.4,0,0.42884097
GSM1595039,GSM1595039,43799,0.0,201522.61,1,0.38586327
GSM1595040,GSM1595040,43799,0.0,202706.66,4,0.51035225
GSM1595041,GSM1595041,43799,0.0,201044.44,0,0.3691453
