	N1260_1_1	N1261_1_1	N1262_1_1	N1263_1_1	N1264_1_1	N1265_1_1	N1266_1_1	N1267_1_1	N1268_1_1	N1269_1_1	N1270_1_1	N1271_2_2	N1272_2_2	N1273_2_2	N1274_2_2	N1275_1_1	N1276_1_1	N1277_1_1	N1279_2_2	N1280_2_2	N1282_2_2	N1283_2_2	N1284_2_2	N1285_1_1	N1286_2_2	N1287_1_1	N1288_2_2	N1290_2_2	N1291_2_2	N1292_2_2	N1293_2_2	N1294_2_2	N1295_1_1	N1296_1_1	N1297_2_2	N1298_2_2	N1299_2_2	N1300_2_2	N1301_2_2	N1302_2_2	N1307_1_1	N1308_1_1	N1309_2_2	CD6582_2_2	CD6584_1_1	CD6586_1_1	CD6591_2_2	CD6594_2_2	CD6595_1_1	CD6598_1_1	CD6601_1_1	CD6604_2_2	CD6608_2_2	CD6610_2_2	CD6620_1_1	CD6636_1_1	CD6643_1_1	CD6644_1_1	CD6645_1_1	CD6647_1_1	CD6649_1_1	CD6650_1_1	CD6651_1_1	CD6654_1_1	CD6657_1_1	CD6700_1_1	CD6703_1_1	CD6716_2_2	CD6722_1_1	CD6733_1_1	CD8049_2_2	CD8051_2_2	CD8059_2_2	CD8117_2_2	CD8118_2_2	CD8119_2_2	CD8122_2_2	CD8144_2_2	CD8145_1_1	CD8149_2_2	CD8185_2_2	CD8196_2_2	CD8197_2_2	CD8203_2_2	CD8211_2_2	CD8212_2_2	CD8234_2_2	CD8239_2_2	CD8243_2_2	CD8257_2_2	CD8264_2_2	CD8305_2_2	CD8313_2_2	CD8321_2_2	CD8330_2_2	CD8331_2_2	CD8350_2_2	CD8355_2_2	CD8367_2_2	CD8368_2_2	CD8376_2_2	CD8380_2_2
B15	2.785340406	4.744273372	1.829325645	0.309284113	5.826420749	0.832061663	0.702812412	1.130717957	0.446004626	1.001881474	0.972729773	0.307754407	0.834138527	1.019401578	1.46916643	0.530755268	0.123468649	3.096797674	1.070742954	0.401313223	0.690920087	1.562385892	1.823992611	1.268312152	2.005849262	0.920258975	0.974964939	2.954018924	2.125497721	0.513745186	0.4446183	0.879787129	0.402359172	0.570129156	0.532254497	1.213115332	2.655181096	1.107573375	1.196645991	1.292682724	1.58256461	1.564877931	0.387012452	0.538528616	0.134242142	0.691353526	0.924404636	1.625378956	0.21021459	0.645690464	0.409641553	1.838863674	0.396472191	0.4866425	0.197238783	0.258833367	0.33765002	0.47443145	1.500567603	0.444649848	0.505754266	0.712896183	1.352650104	0.411824831	0.598425284	1.498182321	0.421570785	0.811598086	0.422082438	1.047841156	0.079742776	0.474907145	0.651430472	2.965695409	0.646816074	1.043640315	0.555986049	6.760398578	0.811044519	1.542340477	1.153803423	0.890597173	0.939418329	0.592837023	0.241830254	0.494076073	0.512178487	1.235287837	0.421725297	1.515879065	0.240401839	0.428013989	1.712217586	0.188125879	1.351533534	1.095148775	1.075876335	0.705281249	1.51636481	0.079457307	1.251492406	0.933834853
B16	1.000718749	0.95842643	5.510173359	0.438140986	1.803154932	1.607639403	1.334845538	0.281754263	0.725088392	1.236407106	2.517226892	0.218379774	0.594846006	0.935671895	2.347569193	1.378544531	2.500342173	1.895367361	1.060697935	1.108316954	1.976748319	0.733571379	1.191614875	2.074771419	1.866482179	2.714544655	0.881051958	1.159710739	3.109070941	2.906887644	0.505701047	1.818270442	0.652956751	1.628359494	0.432353888	1.854488307	3.466777265	1.43964642	1.860717771	1.510881302	1.736869421	0.954451069	0.643522346	0.411013468	0.925694965	0.867569543	0.979780612	2.646853413	0.684864208	0.94989598	0.730449355	1.463443302	0.705733822	0.602335723	0.464945546	0.98347684	0.374123553	2.038987598	0.553025039	0.912832761	0.873435366	0.828084069	1.634079963	0.198795407	1.102042511	2.019827637	0.437296204	0.475530505	0.731902291	0.607192108	1.850522418	0.881503745	1.816117076	2.440962625	1.002794675	0.90696123	1.161467727	3.86189388	1.359788371	0.607913994	1.729590831	1.105089106	1.056610796	0.831895126	0.543557164	0.564540192	1.117739924	1.207947869	1.37432289	1.089050686	0.552206383	1.657572737	0.945504805	0.770415368	0.855735619	0.61093119	0.605730149	0.621970972	0.592950529	0.62906647	1.316438342	1.086619323
B17	0.359236648	0.732814	0.27028647	0.392706847	0.167536981	0.13344274	0.247305693	0.335070329	0.267152308	0.0687004	1.263587119	0.122630744	0.171366709	1.765673601	0.21314644	0.166043239	2.280740659	0.602056847	0.365143076	0.902420545	1.609780391	0.382309405	0.476052857	1.082134104	0.836603697	0.580680117	0.365261057	0.551939007	1.915852534	0.455618857	0.062252261	0.653962696	0.513888928	0.572063349	0.288285809	0.281505442	0	0.430490866	0.316708709	0.676365625	0.42328437	0.457761811	0.337294036	4.010000841	0.760188448	1.282334601	0.812616267	1.304298016	0.103319648	1.144374224	0.465863022	3.607932885	0.465034063	0.725984476	1.577434467	1.161121833	0.337923802	2.634863291	0.501791415	1.205474922	0.58197514	0.432658076	1.225461338	0.344269256	0.592203685	0.917140581	1.277252749	0.716623663	0.736321975	1.132894125	2.163999246	0.288733773	2.011889061	4.226763822	1.537077772	0.29556088	2.973620398	0.998585792	1.624068142	0.205996541	1.382909504	0.990013494	2.064416611	1.23953622	0.711301828	0.790649637	1.859664212	1.854370794	0.153774986	0.216662827	0.529859492	1.930865911	1.515180935	0.636266534	0.916275961	0.812402204	1.046713467	0.249404176	0.738590671	1.639530844	0.649331833	0.889974038
B18	0.784246431	0.012978344	0.336104859	0.761714732	0.460314332	0.061455595	0.114584236	0.150847799	0.708361623	0.067012196	0.102506322	0.357098694	0.186748421	0.407888541	0.446637506	0.136500784	0.571714175	0.118967266	0.213472338	0.090028208	0.433246802	0.624622081	0.502100785	0.41655357	0.551301563	0.175539967	0.09866915	0.340077655	0.057190104	0.453887035	0.288492259	0.074039951	0.864234586	0.066868642	0.205926157	0.426740139	0.18759337	0.021408568	0.512862515	0.057528554	0.032516749	0.021238058	0.8486409	2.913594325	0.528713975	1.816431254	1.906955632	0.351311574	1.477584784	1.621324425	0.456291227	0.414196031	1.427655047	0.726478014	1.992797029	1.729597233	1.140273529	3.670031742	0.901388181	0.579727784	1.408448423	0.110154168	1.426860564	1.218231456	0.462674254	0.568025136	1.704381912	2.426537794	0.4833306	0.15742072	1.518866205	1.676645729	1.869911487	0.018649514	3.237591846	0.110984571	0.070594772	0.242990809	0.516282592	1.465397391	3.688597009	3.782163435	1.119014884	2.894386609	1.108657333	0.884362471	0.540745924	0.409985694	1.659028525	0.378132493	0.425518476	2.522777462	0.539979815	1.694824814	1.802880336	0.079888617	1.86603671	2.281581281	2.731191999	0.193160843	2.350003384	2.963115666
B19	0.158611652	1.689000944	1.899873027	0.524591799	1.595910399	1.186338673	0.866025055	1.089458287	0.947040756	0.693577955	0.254557487	0.280444753	0.851559686	2.08801441	0.044024647	2.450621605	3.173048118	5.532936343	0.641412155	0.240778257	0.55192316	1.190282703	3.45880127	1.818421975	1.734345671	1.318283457	2.836314262	0.964901681	0.978800602	1.135596123	0.26447632	1.519468261	0.406309729	4.367609682	0.558124289	0.900238395	0.984061502	0.117032026	0.505679832	4.199463784	2.381567124	3.009759388	0.592392001	0.880070746	0.288857398	0.050128909	0.268263348	0.195316022	0.008575484	0.468983996	0.818214042	2.617390504	0.275842198	0.063521235	0.244630269	0.613340857	0.181319654	0.534940959	0.554236805	0.10440744	0.53686796	0.332993391	0.461651303	0.049547452	1.100420776	1.515065813	0.249665526	0.046129159	0.276351006	0.029041767	0.701388442	0.395806672	0.057087882	0.613782835	0.271923964	0.541266442	3.172103723	0.261740343	2.151075105	0.087596528	0.190892436	1.15106838	0.612270668	1.646159657	0.361129666	0.500623201	0.632087006	1.760813257	0.235006501	1.436396628	0.011772571	0.143923765	0.453513927	0.118498133	0.458816417	2.315590722	0.578110525	0.659836608	0.125363928	0.282900887	0.385836962	0.538801733
B20	0.114279897	1.643337414	1.823566145	0.431253819	1.384316653	1.153351178	0.885202915	0.993409564	0.875940002	0.727656342	0.259566362	0.264320177	0.820070992	1.938566265	0.442351777	2.102108035	2.899986934	4.507822862	0.636058516	0.205099187	0.565286907	1.201267659	2.996842006	1.690227328	1.605824119	1.234781258	2.333507128	0.932811449	0.975802932	1.221314397	0.241191967	1.501935708	0.437836783	3.536402925	0.546923129	0.917860774	0.916697901	0.061868621	0.492104191	3.622790996	2.083459773	2.8538444	0.536720985	0.842321975	0.238185856	0.156474982	0.42993377	0.11501169	0.313207137	0.481316832	0.82473387	2.569548198	0.291349049	0.260310935	0.307620756	0.572890823	0.174001981	0.523635629	0.564703335	0.421277829	0.56315233	0.325148531	0.473299518	0.195636418	1.056151867	1.522689013	0.240649571	0.256503326	0.285723553	0.202818911	0.627517974	0.372547022	0.223021363	0.604442399	0.563946448	0.509917968	2.947783919	0.213161827	2.22036605	0.065313854	0.152187175	1.245696779	0.595996256	1.829564652	0.369023889	0.435577505	0.658714178	1.637439624	0.220503953	1.460560869	0.152308229	0.145326248	0.453138207	0.081368238	0.44845125	2.18915362	0.578055204	0.657882469	0.087736077	0.281216438	0.372351731	0.523935263
B21	0.689179577	1.737029739	1.907307217	0.339646318	1.062715312	1.247986559	0.790958622	0.831399065	0.645781925	0.589342745	1.444537215	0.191392931	0.251016977	0.57831634	0.944016034	1.471782452	0.665536293	1.156632395	0.718403178	1.399884565	0.480055705	0.75470864	0.965979323	0.518585503	3.002041953	2.021807814	2.409230444	1.427833309	1.616061493	0.864741843	0.396883418	1.766444704	0.607857954	1.461433256	0.141831523	1.01670763	0.701696753	1.483438605	1.352921889	0.831995065	4.290633847	1.437243009	0.190290172	1.312926902	0.8630578	0.187614854	0.944569357	1.002618874	0.289125922	0.608950678	0.514920548	1.999857748	0.678651306	1.658919453	0.399767558	0.576063698	0.459756049	1.114333643	0.521661993	0.826229834	0.549021578	0.931064838	0.863268107	0.140914235	0.477476228	1.436852168	0.627342744	1.012653127	0.66250462	1.703566966	0.690834005	0.411390037	0.623077776	0.714741367	0.446771804	0.612841154	1.506398831	0.672248799	1.370924484	1.244183183	0.484282452	1.166120435	0.71784458	0.527849738	0.606367928	0.566985091	0.84683142	0.732374022	0.644077951	0.987458321	0.369010275	0.810239848	0.681505662	0.131255801	0.43171421	0.634595964	0.627194747	0.984757479	0.746238447	0.447531434	0.668133179	0.530076497
B22	1.676652299	1.085801841	1.348167939	0.95045501	0.950036255	0.93624741	1.910951355	1.798307296	3.056291891	0.246570171	0.751562651	0.910131597	1.341455406	1.198577118	1.377579165	1.447712149	6.228932985	0.781083023	1.134580802	0.829034748	5.968403701	1.106858632	2.411242641	1.585332027	7.154987461	1.016813863	2.39254083	1.343610643	1.966558299	1.437609956	0.549928327	2.91766037	13.14582287	0.395617598	1.469918341	2.686624241	1.442590733	0.713155513	1.450426896	2.732006624	0.528401201	0.931870049	0.450087131	0.170323865	0.151517449	0.748860044	0.423365387	1.029227561	1.795145209	0.269808555	0.787523711	2.157863023	0.460179175	0.061620441	1.11269643	0.976328286	0.293433561	1.549407617	1.504178863	0.549259171	0.500173916	0.267773356	0.685498487	0.534540232	0.566987686	0.714442596	0.342733278	0.433568504	0.576940363	0.581141066	1.760010895	0.322128095	1.368650577	0.356823834	0.575647754	1.415881269	0.70470465	0.043354732	0.690703661	1.114873229	0.247213731	0.609608921	0.838486592	0.952840362	1.108747341	0.737537908	0.607208177	1.452902859	3.239143697	0.232604716	0.524686488	0.183717316	0.014042097	0.810677529	2.610794049	1.290676213	0.56821521	1.298394669	0.683742406	1.077380982	2.238071132	0.785690082
B23	0.066728433	0.846222876	0.168619298	0.083190964	0.771085005	1.24133917	1.180161462	0.22648639	0.228079122	0.080966694	0.496565122	0.14580082	0.293780475	0.652447686	0.320827909	0.803296272	0.342421425	2.237645857	0.251998007	0.449685896	0.270549917	0.623077826	0.168001435	1.936962487	0.333232103	0.764571386	0.285087885	0.277144252	64.0815624	0.356409505	0.054311795	1.129273213	0.144116508	0.293270323	1.549751989	0.356582641	0.92418083	0.198996725	0.522085959	0.465498746	0.356934139	0.346418384	0.155938554	0.082624559	0.162852201	0.303812215	0.442856141	0.295242885	0.113014656	0.708939353	0.117540141	0.082097829	0.197814581	0.064637942	0.04248925	0.326895945	0.19877277	0.09313467	0.145258226	0.03461608	0.328234293	0.250396719	0.146147383	0.140061367	0.024343087	0.205580688	0.373706109	0.32282908	2.211224796	0.841506108	0.320802835	0.045628891	0.192060015	0.201164842	0.10357138	0.201954704	0.301107975	0.68327981	1.443006633	0.179456635	3.62824016	0.195453241	0.076904863	0.099250601	0.043922735	0.753115169	0.020741295	0.144025078	1.042747298	0.29050212	0.010393202	0.035610536	0.044309665	0.022106911	0.577769555	1.731907294	0.52184256	0.861301512	0.0940816	0	0.189534167	0.400930275
B24	0.670566994	0.486717041	0.202452181	0.083577639	0.10057089	0.256797612	0.15206673	0.230584943	0.093499447	0.57460053	0.769756565	0.104377904	0.30194004	0.704177716	0.270113591	0.386379743	0.258663909	0.98539449	0.894256281	0.143040804	0.313401498	0.107409143	0.487094496	0.155900668	0.648911854	1.765860419	0.216642232	0.930650569	0.468293424	0.212235142	0.260889584	0.465214702	0.028736706	1.330045159	0.173776571	0.060403586	0.159405468	0.324020174	0.085686864	0.266029378	2.424227087	0.204192972	0.423135955	0.176663708	0.603386511	45.34030756	1.523494004	0.936705586	5.138628739	0.998481573	0.571344369	1.056054434	0.690854628	0.732277223	0.477307009	0.93532059	0.287589969	1.278016764	0.746458821	0.495696328	1.039246965	0.052015876	1.676356689	0.345542935	0.583146458	1.8062311	0.149893915	1.800083382	0.736283208	0.462258546	1.087986166	1.312056962	1.707885658	0.39600603	1.286907571	0.158105004	1.340344701	0.208463111	92.73859246	5.28640499	0.131978712	2.393178869	0.154367453	1.364833206	0.087104415	0.154298754	0.638298599	1.48765098	0.060367574	2.89797273	0.337755925	0.55911623	1.307124019	12.674488	0.060378926	0.17101648	0.296175343	1.345061021	1.151166356	0.962039847	0.110540343	1.034814935
B25	1.301226529	6.369752349	2.217666967	0.106387736	0.203845732	0.322709991	0.190400611	1.035935885	0.910851855	0.322166718	0.20251491	0.488781721	1.237218635	7.604162996	1.336072544	2.105448206	0.38221564	1.456191091	0.621790069	0.074537302	1.923146607	0.679394166	1.27851052	0.150186942	1.071651848	1.35100257	5.547114916	0.469188848	4.897971251	2.119409405	0.303538753	1.387605886	0.263006646	0.309149172	0.463509125	0.100539962	2.204357385	0.458574697	0.573679956	2.345616875	0.706295089	1.523191361	1.807167433	0.191982982	0.23888545	0.060544652	0.167152663	0.281620967	0.117987676	0.273551798	0.449854927	0.742164761	0.524775842	0.088811194	0.138570168	0.255157345	0.077523278	0.063417883	3.420135924	0.111840809	0.224328136	0.099307281	0.46039244	0.071693601	1.203449298	0.667617626	0.197997285	0.12995117	0.177975917	0.170199913	0.360916202	0.0841722	1.977977758	0.102721968	0.684888507	0.536960418	1.037495615	0.960356415	0.440794958	0.695024644	1.77197533	0.060861282	0.222961766	0.276979488	0.050828807	2.189693143	0.319058655	0.447190318	0.705841549	3.410735382	0.382296438	0.062064337	0.711225624	0.118825044	0.241439106	0.061997811	0.175982737	0.182915274	0.786635483	0.101484081	1.032255075	0.159902836
B26	1.444816595	6.137007613	2.089349294	0.100496789	0.168529404	0.432226203	0.169578704	0.967043289	0.891530671	1.182366028	0.240432312	0.451784148	1.040510648	10.00482877	0.134343075	1.404894936	0.396752003	1.166352103	0.375285281	0.083893708	0.427830952	0.518521504	0.960839956	0.133525741	1.18183745	1.150724435	4.733763341	0.414608795	12.1180787	1.779260861	0.252721386	1.108654898	0.203003803	0.18460974	0.313574726	0.267755995	1.344631573	0.428834632	0.533165216	2.012574025	1.197770515	1.669007554	2.139144893	0.355638178	0.177010958	0.023143698	0.253000793	0.744953219	0.113073345	0.188934999	0.678430762	0.606897695	0.276830373	0.169957964	0.094319299	0.237678369	0.103754038	0.144817722	3.558119044	0.131790724	0.222414286	0.164504928	0.335840682	0.105547213	1.075926021	1.357175042	0.062828202	0.03600714	0.242187095	0.541248402	0.466718301	0.127737605	3.036718631	7.354505625	0.756940867	0.3300445	1.603378199	0.48267909	0.152114292	1.402999921	2.027616494	0.259436524	0.291042096	0.27965893	0.110257532	2.658009159	0.219746591	1.13116321	0.486992936	3.141737728	0.3998405	0.060753155	0.805539238	0.071272529	0.183399531	0.161086468	0.184898278	0.30964029	0.04554543	0.080201048	0.419797257	0.207808342
B27	0.293249813	0.273052055	0.765311847	0.081613425	0.472999171	0.309185293	0.319184497	2.373467579	1.471785089	4.152385831	1.812531801	2.865725862	0.15381445	0.629708684	0.313708153	0.915815497	2.604348217	5.018219849	0.469706297	0.339824325	2.917655048	9.191768854	0.024869126	1.829158945	0.818010986	0.103182913	4.674159073	1.063750047	0.21302487	0.319381801	1.201367717	0.039663535	0.484970772	0.195550825	1.359664135	2.324496278	6.172215717	1.370190262	1.723158092	1.104010602	0.357571337	4.806533353	0.100882878	0.108865466	0.329924192	2.867541025	0.047976999	1.34045769	1.582205571	0.632307012	1.321101371	0.72601327	0.137031019	0.014801307	2.608940824	1.616018257	0.308686799	0.138272773	0.008254387	0.044755561	1.199563654	0.082782667	1.003021059	0.710416953	0.457131571	0.032643324	0.276683033	0.207525829	0.092806766	0.963616569	0.173265115	0.335418863	0.129950604	0.136548396	0.139214594	0.323763162	0.014167094	0.283311965	0.063041995	2.136366635	0.100892851	0.335130996	0.086631514	0.199477661	0.140803051	1.414544609	0.156416203	0.981934261	1.399422061	1.694215471	0.032939878	0.142869727	0.445030457	0.038404547	0	0.030762113	0.659487097	0.129534302	0.199977937	0.672921972	0.298944375	0.753195116
B28	1.437595478	5.746008468	2.610513471	0.138273505	0.266948898	0.942441977	0.221085646	0.968962355	0.800990832	1.648328903	0.298243092	0.394721934	1.084806554	9.846844689	0.137249173	1.704227827	0.397892605	2.67110449	0.352460269	0.087706107	0.426685885	0.538799876	1.003102189	0.136195251	1.280039711	1.20632803	5.905771365	0.316245202	11.39049533	1.913790097	0.310527024	1.472102586	0.217764911	0.046761708	0.412838015	0.367717087	2.406213224	0.514055315	0.71513424	1.712526573	1.440172667	2.035695852	2.779416375	0.28607617	0.123724243	0.003615081	0.063106155	1.04486314	0.084824226	0.06243755	0.638894792	0.863860915	0.279373714	0.188162655	0.063012248	0.304434258	0.048879071	0.027549095	2.996346942	0.103339422	0.264236929	0.182483178	0.185699713	0.057718268	0.941217742	1.450197474	0.060537358	0.094565186	0.136486487	1.486417956	0.312300641	0.017227947	2.214677009	5.741512026	0.663094676	0.345567535	1.330432819	0.183207344	0.108059621	0.369832219	1.257759696	0.197141767	0.21709038	0.080330154	0.091726324	2.233324621	0.020462808	0.397560723	0.525434894	2.08898029	0.339556742	0.04103507	0.56658132	0.091582945	0.232975557	0.078056717	0.164993289	0.13658946	0.024755448	0.090119651	0.346745941	0.122937783
B29	1.217535335	3.189898492	0.946513888	6.915992785	1.380066632	1.126846524	4.053336587	10.2668377	6.527329164	1.245160313	7.362171077	3.975611394	7.446778502	9.001710474	8.569574784	9.962349241	6.067791246	0.845747871	0.667800952	1.085760582	0.506621182	1.021903419	1.338151921	0.622972954	11.06455217	1.467555809	0.618361503	1.214676677	2.113706821	0.765289095	6.544629244	0.743882656	0.411184227	1.012333566	3.789727701	0.930825829	14.04341556	1.41198271	0.910460975	1.100377874	3.112081671	1.006235229	8.44771648	4.820922907	0.528353526	7.840198535	0.963604548	1.178681317	3.093861916	0.892612755	0.606778565	1.778090139	0.416635358	1.138800561	0.503655141	0.479982332	5.219272292	1.980986373	0.787572998	0.681121044	0.377012642	0.391991237	1.551227512	5.510341763	0.461618945	1.40365505	0.592666684	2.165714113	0.482166933	4.899111982	0.456418532	1.791179495	2.843912656	1.368126424	1.348009576	0.49699668	0.581451248	1.476148632	0.720334049	3.757764057	1.050742408	1.60928082	0.596165928	1.111697212	0.482616664	0.48403562	1.065108341	1.784510966	5.539010704	1.189585711	8.653783945	0.381848392	1.720259998	3.187206538	7.459974231	1.170416217	1.403759405	1.104077313	0.848942434	0.448601914	0.682308739	1.522547935
B30	0.281862665	0.137841329	0.05606175	0.011598271	0.480420208	0.188788827	5.193947242	0.036577775	0.024798555	0.94164904	0.672947188	0.261421342	0.096291358	0.265381761	1.242824535	0.077475331	0.608248637	1.82175182	2.301049341	0.082530479	0.117255037	0.250387386	0.53274535	0.097615605	0.510625909	1.255263535	0.405254316	0.232784631	0.472417766	0.332355548	0.131580945	1.909316467	0.151929981	0.059238505	0.088200298	0.621135369	2.125285523	0.672179786	0.347397966	0.26031736	0.362685793	0.230879937	0.047487784	0.089073409	0.185891654	1.877336442	0.576229707	0.261870622	0.724214665	3.820763651	1.171534417	0.236505392	0.947088128	0.279871099	0.57687644	0.46893263	1.636749705	0.989068543	0.511770245	2.145298317	0.701174714	1.275081515	0.563761005	0.015544418	2.28867251	11.01163701	0.863841088	0.335132527	2.601139099	9.094512356	0.916426506	1.565678896	0.273946304	0.341249875	2.494173532	0.627572491	0.746640213	3.37881579	7.814156237	0.415765705	2.876557229	2.726801233	0.897203337	2.844994979	0.300434072	0.652457952	0.6621794	0.289092837	0.519152145	0.242124708	0.219347705	1.537586232	0.822716182	1.656114144	0.901542774	0.139965657	0.160466837	0.801128346	1.660459606	0.308635071	0.278460502	0.764074535
B31	0.0479064	0.065464462	0.038730348	0.054445693	0.026466438	0.017640042	0.016024827	0.017738194	0.018821523	0.033592366	0.020028869	0.026011088	0.011223388	0.784151133	0.018853981	0.019128056	0.041062587	0.039024582	0.049765077	0.028181516	0.040869175	0.015773086	0.059121397	0.042842189	0.089351341	0.031896009	0.017650465	0.105826301	0.069110832	0.094356797	0.007537555	0.048191101	0.03270149	0.036714031	0.012811448	0.027402443	0.075308765	0.017763137	0.03400853	0.070433566	0.053979324	0.048539333	0.033031964	0.052938265	0.02944275	1.266758463	0.015524661	2.727226547	0.00608247	3.137310203	0.196232759	0.710252048	0.012538337	0.26351622	0.002196331	0.151714434	0.192867193	0.216836369	0.316013986	1.053968544	0.131477252	0.233768546	2.653787112	0.327691598	0.237536716	0.618614903	0.010279814	0.045337093	2.427449372	0.491437855	2.364266538	0.02405146	2.698884475	3.455589097	3.315715334	0.044336974	0.724222337	1.783483953	1.777396762	0.115676203	1.156258754	4.500706674	1.926503771	3.841912065	0.770735462	0.262034278	2.520984634	4.013895592	0.021624203	4.337914844	0.566295395	0.677620462	4.982821878	0.023150435	0.767732241	2.93845495	0.85560284	0.538157344	4.607854656	0.953413071	0.336599498	0.8216073
B32	1.060984132	1.279465951	1.101281248	0.207934969	0.474737181	1.437019922	0.403371429	0.288190496	0.219971783	0.042231575	0.779943067	0.124572166	0.462132803	0.515177897	1.118268799	0.42932785	0.541142775	0.965888644	0.564526816	0.633204279	0.623342678	0.635867382	0.351217593	0.875475734	0.810677294	1.499688975	0.561933106	1.194069778	2.559665665	0.50114024	0.194607984	0.864196281	0.422237228	1.048009498	0.179620251	0.595190482	0.974134874	1.092302152	0.729981142	1.855655631	2.213462324	1.181468163	0.309382277	2.421136324	0.819957982	0.46622972	1.332449174	1.284952854	2.655033973	0.894809013	0.415230107	1.69038888	0.740865899	1.25494948	0.252067265	1.144104813	0.296606153	1.409526336	0.698529005	0.482205088	0.909089218	0.583438392	2.245704668	5.146876764	0.632766588	2.471918743	0.798174626	1.53853094	0.459149384	0.777218541	0.848373963	1.07476456	1.358119816	2.611642859	1.526215626	0.460204252	0.7984718	0.961489371	1.462011885	3.310260729	0.722904992	2.75410008	0.777262161	1.686006212	0.706390997	0.510206543	0.832245301	1.32412081	0.419794632	1.720481515	0.394044822	0.585266679	0.707086799	7.725204332	0.6382747	1.348069816	1.478056879	0.794870768	9.398298158	0.500836932	0.620589296	1.231438423
B33	2.441091095	0.597988842	0.27954265	0.868425238	0.500910037	0.385608787	0.410759283	0.187144387	0.160484955	0.334397201	0.081857726	0.430183972	0.34177005	0.852592441	2.845566896	0.361434213	0.321748612	0.682797677	9.540831843	1.776604069	0.533554296	0.590096533	2.339888958	1.087177136	0.735755946	0.489592009	1.234350038	0.255651815	1.165782379	0.408903241	0.247045648	0.795215273	0.825872645	0.423136265	0.285835342	0.563931147	1.663657642	0.451058045	1.21237005	2.774109613	0.289807839	1.654001964	1.153853872	0.997170486	0.701515288	0.343834877	0.141988541	1.758661993	0.22522452	3.143172692	0.793925636	0.675125882	0.29344782	0.91735831	0.428828452	0.554254972	4.484474745	0.835543221	2.299782867	0.921114437	0.498975028	0.339751518	0.856587883	0.278854655	2.144175899	0.354292857	3.513997603	0.439008824	1.675563251	0.211886814	2.140189934	1.017280079	5.393213948	4.838347483	1.611380788	5.914498115	0.649471682	0.77025341	2.110635372	0.555235197	3.545420944	0.457521802	0.726118819	3.297239509	0.927116944	2.794575984	2.366647138	3.108988813	4.930534005	15.53587178	0.427807372	1.080195399	5.969447548	0.762414708	1.821990612	4.023688135	2.315330805	0.500503649	0.896748448	0.217890558	0.343238567	0.049284972
B34	0.005790668	0.012898044	0	0	0.018039835	0	0.095686606	0.000616128	0	0	0	0.001394342	0.001727887	0.003221935	0	0.000951878	0	0	0.00317506	0	0.022790591	0.013267575	0	0.00197564	0.002711858	0.004145483	0.025697833	0.007172704	0	0.008396837	0.002292083	0	0.015280002	0	0.001106328	0.006873975	0.041115653	0	0	0.003303935	0	0	0	2.521936018	0.041339028	1.467095251	1.91082176	0.210266471	1.719825407	1.814806727	0.43442987	0.061144934	1.435590797	0.705697672	2.007741756	1.788841864	1.229682326	4.387001999	0.943411011	0.107518841	1.564179529	0.055952484	1.509308514	1.332617712	0.013757275	0.681087232	1.674871821	2.439174755	0.302295398	0.016937377	1.737144829	1.894201367	1.820468397	0	3.003579791	0.001101292	0.037107698	0.272957193	0.282366035	1.031770489	3.247546678	2.061361189	1.249087707	2.675989496	1.508342609	0.984432533	0.576730612	0.349572879	1.548316498	0.139121723	0.070410615	2.947970444	0.588027682	0.042116741	1.847907521	0.064467301	1.944303769	2.293541055	2.759412671	0.304776355	2.243207025	1.750928769
B35	0.529754724	0.735982899	0.175716885	0.095221504	0.121017862	0.66153808	0.336810244	0.058252856	0.068312997	0.314086577	0.170378613	0.19399428	0.078548284	0.788649748	0.23648817	0.094885436	0.501335681	0.233446287	0.356881206	0.132342976	0.200080325	0.043114468	0.436743245	0.232439216	0.222586567	0.291645802	0.077379188	0.244562746	1.066016114	0.369003101	0.021236257	0.270833214	0.034276666	0.121589323	0.454619703	0.239962679	0.815970924	0.16332385	0.090370779	0.125008542	0.954716377	0.406822439	0.153494023	0.047746449	0.272150653	1.421655511	0.08432398	1.21271125	0.018813188	1.790559511	0.220910481	0.732256781	0.066158626	0.358490585	0.840938581	0.265031979	0.66739933	-6.987400762	4.094255813	1.351890681	0.333642015	0.818498153	3.033352997	0.357699953	1.189420296	0.714826247	0.048191878	0.07410638	33.55630352	0.375344141	2.879299845	0.178411047	0.793533129	3.423669076	1.263871915	0.203387823	2.62909351	1.92288278	2.012300082	3.075911535	0.705163156	3.506702265	0.727075552	3.836142931	2.563778921	0.326038371	9.654392932	1.84448005	0.089779277	2.020300053	0.670041913	5.168682477	5.903313323	0.015618359	0.832729137	3.542003333	0.830842614	0.883915822	9.510242231	1.046713184	0.282110674	0.274871063
