	N1260_1_1	N1261_1_1	N1262_1_1	N1263_1_1	N1264_1_1	N1265_1_1	N1266_1_1	N1267_1_1	N1268_1_1	N1269_1_1	N1270_1_1	N1271_2_2	N1272_2_2	N1273_2_2	N1274_2_2	N1275_1_1	N1276_1_1	N1277_1_1	N1279_2_2	N1280_2_2	N1282_2_2	N1283_2_2	N1284_2_2	N1285_1_1	N1286_2_2	N1287_1_1	N1288_2_2	N1290_2_2	N1291_2_2	N1292_2_2	N1293_2_2	N1294_2_2	N1295_1_1	N1296_1_1	N1297_2_2	N1298_2_2	N1299_2_2	N1300_2_2	N1301_2_2	N1302_2_2	N1307_1_1	N1308_1_1	N1309_2_2	CD6582_2_2	CD6584_1_1	CD6586_1_1	CD6591_2_2	CD6594_2_2	CD6595_1_1	CD6598_1_1	CD6601_1_1	CD6604_2_2	CD6608_2_2	CD6610_2_2	CD6620_1_1	CD6636_1_1	CD6643_1_1	CD6644_1_1	CD6645_1_1	CD6647_1_1	CD6649_1_1	CD6650_1_1	CD6651_1_1	CD6654_1_1	CD6657_1_1	CD6700_1_1	CD6703_1_1	CD6716_2_2	CD6722_1_1	CD6733_1_1	CD8049_2_2	CD8051_2_2	CD8059_2_2	CD8117_2_2	CD8118_2_2	CD8119_2_2	CD8122_2_2	CD8144_2_2	CD8145_1_1	CD8149_2_2	CD8185_2_2	CD8196_2_2	CD8197_2_2	CD8203_2_2	CD8211_2_2	CD8212_2_2	CD8234_2_2	CD8239_2_2	CD8243_2_2	CD8257_2_2	CD8264_2_2	CD8305_2_2	CD8313_2_2	CD8321_2_2	CD8330_2_2	CD8331_2_2	CD8350_2_2	CD8355_2_2	CD8367_2_2	CD8368_2_2	CD8376_2_2	CD8380_2_2
A45	0.000111493	0.000292279	0	0.000256091	0	0.000122341	0.067969672	0	0.000205093	0.000225599	0.00016747	0.000141449	0.00029572	0.000133849	0.000188193	9.44E-05	9.39E-05	0	0	0.000150056	0.000170746	0.000335435	0.000340543	0.000289224	0.000282223	0	0.059203502	2.259560164	0.000396152	0.000158766	0.000402936	0.000271932	0.00011349	0	0.00012288	0.000497837	0	0	0.000326131	0.002527634	0	0.000723118	0.000138074	0.978968807	0.167653558	2.197250712	1.796247002	3.863784853	3.579188161	3.026629998	1.934511978	0.0728388	1.266476002	2.197636129	3.118211547	0.013418982	2.851561805	2.914253678	1.364129817	0.206928018	1.932887393	0.114665496	1.157054302	4.322693987	0.105722056	1.485140976	2.886012515	1.438381926	0.431479568	0.075349642	1.559796175	1.139814825	2.49307951	1.369388287	2.710909488	0	1.520321603	0.50163648	0.177525436	0.016788787	1.773266722	1.574165693	1.32202536	1.742767554	1.602648756	1.361103569	0.225136999	0.453155219	1.146151555	0.226592581	0.414210002	3.715751725	0.781315142	0	0.101747727	0.259989006	2.616283559	3.637423135	3.520363884	2.041150534	1.761395395	6.159945824
A46	0.001084935	0	0.001020999	0.001245078	0.00211909	0.002159925	0.009772726	0.00272881	0	0.00200721	0.002674204	0.000928348	0.001045118	0	0.004043314	0.00283975	0.002465017	0	0.003297769	0.001439581	0	0.001049515	0	0.002730944	0.001238148	0.000772578	0.071327788	2.162667446	0.002271948	0	0	0	0.000874268	0.003476534	0.00108529	0	0.00293772	0	0	0.000962617	0.0017175	0.001893721	0	0.976063465	0.17785232	2.172076353	1.820676205	3.662072171	3.409635944	2.992196335	1.872633472	0.079306729	1.30575932	2.135430659	3.115265469	0.001142108	2.8368172	2.737522164	1.346194822	0.185330857	1.792482884	0.093328632	1.190606526	4.368536109	0.1099581	1.551513956	2.731348359	1.478139623	0.478763184	0.008215688	1.575549417	1.086503679	2.474631105	1.425532407	2.66501701	0.001041394	1.50872993	0.520736953	0.182982347	0.005488038	1.830889348	1.689349652	1.3524205	1.717192818	1.607998163	1.313064344	0.230162779	0.455809307	1.07119572	0.21552253	0.448636961	3.636801132	0.783460978	0	0.117159022	0.225942498	2.532109886	3.578763694	3.576872746	2.109440418	1.753977824	6.245625328
A47	1.480006245	0.813597844	2.139506801	1.577069843	0.60085412	0.647564687	2.411680153	1.983350177	1.271475193	1.477681428	2.209203687	1.046783231	0.606820712	1.279024153	2.095289847	1.720838377	1.825630773	2.050823809	1.77159168	1.540127639	0.998959871	2.452653109	1.475500059	1.714837932	0.707196443	1.031262814	1.270134227	3.659549814	0.585627933	2.287560638	1.051877205	1.987787351	0.581832009	1.456638444	2.67607556	2.523500512	1.309135134	1.531162572	0.987844503	5.282198831	1.180667957	1.158130393	0.415223052	0.309108296	1.88353684	1.974622888	0.439952472	0.50310593	1.251075612	1.128952179	1.403884841	0.263426635	1.088090605	1.795757909	0.236306696	1.778390077	1.271776405	1.205334636	1.139938226	0.944299188	1.074356719	0.671394217	0.474308317	0.306023618	0.594973994	0.402452003	2.438353347	0.417920126	0.446812452	0.304182669	0.555912162	1.589544551	0.873880704	0.37278027	2.338080189	1.039572754	0.444902659	1.468540461	0.255639209	2.129020243	0.540398881	1.933349956	0.614802956	1.684318163	0.396673823	0.737617929	0.691641232	0.345641725	0.815946627	1.004281402	0.733911795	0.459644846	0.750449134	0.642384989	1.515937679	1.005681814	0.537385299	1.158126822	1.114860757	0.774979017	0.39091334	0.944100254
A48	1.186935974	1.053272816	2.069912602	1.366428209	0.778815392	0.84221673	3.107081743	3.884545235	1.114456206	1.597852107	2.17267608	1.738167848	0.714423942	0.946348888	1.390666209	1.586632696	2.739140625	1.97424207	1.060237154	1.894597396	1.427524044	1.892999122	1.895327302	1.948304242	0.935902845	1.126381612	2.607853485	2.218425755	0.357033986	0.917230066	1.161708188	1.786457043	0.732461495	2.163976838	1.1789592	3.198293478	0.687355849	0.955916088	1.23807562	2.050084376	1.495921688	1.048392905	0.269361367	0.344262763	1.311899103	1.853622056	0.728240302	0.270133108	1.33216978	1.303568427	1.275452964	0.529961908	0.921047586	1.753124213	0.511307954	1.380342744	0.993188113	0.771563381	0.524113149	1.050239794	0.73369301	0.466490737	0.404098727	0.287706767	0.29193913	0.310408744	2.594258715	0.343776351	0.879757378	0.214479415	0.559302557	1.571099359	0.733183108	0.474290396	1.570594859	1.515365359	0.519355887	1.904722596	0.499783687	1.214311406	0.449107809	1.787537429	0.83877639	1.213704884	0.491068486	0.648442284	0.833107465	0.384118196	0.723550099	1.344050021	0.703548092	0.590302645	0.709339262	0.826536712	1.806548499	0.760621762	0.424523956	2.00018751	2.419467503	0.972434701	0.311422225	0.711101044
A49	1.205332063	1.004584654	1.975511858	1.281077645	0.690399498	0.831340327	3.178661152	3.608285613	1.132708014	1.563952105	2.145081931	1.779100714	0.696437063	1.008563872	1.366802908	1.547289855	2.535197518	1.887724853	1.122014594	2.07037494	1.526644199	1.938402924	1.900836391	1.88470341	0.862108953	1.107981884	2.602511943	2.184754153	0.220030429	0.864180343	1.0856016	1.722104006	0.67227155	2.014689163	1.210991148	3.077705225	0.596855977	0.964248504	1.312116647	1.974099523	1.584385399	1.140107414	0.270942019	0.247816039	1.255967346	1.761874338	0.703302582	0.25885348	1.396132621	1.241484676	1.248044121	0.566028775	0.969603436	1.757558869	0.486576659	1.307348378	0.984610486	0.720015194	0.517120598	0.998978338	0.755395754	0.439812813	0.413109217	0.28483482	0.254453239	0.309654653	2.697109046	0.227631852	0.8697156	0.189697018	0.568565385	1.593701663	0.656536804	0.423557255	1.532515251	1.508078052	0.436877475	1.86648226	0.534402413	1.140386846	0.434993422	1.767829224	0.849372411	1.205866208	0.42197912	0.58156841	0.789527581	0.317901842	0.664372283	1.301434419	0.680223906	0.600978103	0.646788473	0.742901288	1.904545769	0.727786792	0.402944616	2.042723109	2.655400481	0.976617061	0.277545623	0.654352708
A50	1.109153757	1.269690183	2.220527456	1.363823901	0.605524632	0.847893723	3.038807745	5.342454627	1.086538113	2.301550135	2.275889398	2.055200529	0.326233787	0.787537115	1.15649981	1.57421456	2.818372395	2.035189391	0.92619254	1.775676919	1.995475689	1.797931824	1.782612688	2.217498079	0.706335325	1.091339819	1.931600486	1.681456025	0.259412425	0.944336804	1.400250455	1.721891128	0.620675557	2.069820764	0.449207839	3.471664413	0.272088489	0.922200396	0.711293255	1.188147848	1.749658453	0.890006118	0.147280684	0.176447789	1.01173302	2.302097691	0.55781427	0.161823335	1.681723587	1.359165723	1.385324216	0.434178948	0.51848453	1.47152311	0.541357642	1.270178261	0.598213307	0.452378303	0.313320748	1.218835042	0.407424361	0.463580822	0.136981016	0.194570445	0.143760657	0.34759692	2.321955362	0.214726625	0.750249109	0.118089646	0.584984618	1.478657144	0.345355007	0.407414828	0.702264969	2.330584493	0.511414257	3.080554501	0.730961281	1.451593429	0.300040433	1.412603062	0.518706738	0.94300262	0.387988386	0.412463062	0.443922424	0.286289155	0.801353218	1.782145941	0.701917427	0.410307983	0.461785511	0.581232294	2.400785587	0.303451333	0.477843133	2.251134218	1.662995333	1.410405005	0.293847655	0.493344875
A51	0	0	0	0.010046256	0	0	0.041695794	0	0	0	0	0.041768217	0	0	0	0	0	0	0	0	0	0.023133507	0	0	0	0	0	2.060814686	0.020472381	0.002002828	0	0.001581003	0	0.0244609	0	0	0	0	0.009389739	0.00327343	0	0	0	1.631619464	0.263139921	5.988896978	4.197048746	2.868734229	4.135333757	7.943294432	27.65157237	0.0267562	1.585214991	4.450042915	13.2851641	0.044855644	11.35351437	12.11440421	2.296841372	0.407390592	7.269396203	0.256402137	0.639121906	6.480849103	0.041330641	3.219519939	12.46804162	1.281108961	0.477364924	0.033284641	1.765554018	0.844951533	4.045917713	1.813957055	4.277389314	0	1.920454774	0.067598261	0.156703889	0.013902836	4.873132465	2.223203504	1.292347464	1.117543862	2.108667277	0.899353397	0.117087381	0.090619601	2.468532273	0.094957319	0.141439276	10.40594543	1.983392616	0	0.054540225	0	3.137224745	2.493872148	6.656982177	2.172401416	2.744238338	12.75467829
A52	0.156782925	0.158732489	0.147643317	0.228248005	0.141283383	0.176639672	0.233469532	0.130628359	0.108371558	0.119501265	0.118940443	0.029009756	0.061227639	0.02863203	0.057191588	0.177367716	0.158936382	0.200717511	0.017012144	0.052384013	0.00811708	0.091090534	0.058981056	0.165742571	0.030016816	0.146257239	0.096093945	3.655578435	0.023606458	0.040089366	0.038317117	0.023463843	0.188292915	0.201929255	0.025342354	0.069153719	0.027782943	0.020540795	0.045495696	0.075152454	0.054198375	0.046508176	0.029709158	0.477534628	0.260569751	2.059313131	1.357141074	2.366521709	1.200823457	1.3703207	1.868169829	0.155151508	1.829255862	3.255765104	3.338767286	0.171305691	4.840287283	1.277471512	1.830406868	0.557392562	1.447698385	0.327609289	1.832639375	2.753568322	0.251494406	0.808918648	3.656078243	1.047524432	0.999777686	0.216292814	1.929193154	0.823533048	2.404911872	1.845141131	2.411781784	0.046595478	1.119939608	0.909537224	0.40742738	0.018988019	1.974681065	1.655784128	0.714297567	1.915010557	2.044872867	1.038361585	0.470482996	0.507073895	1.554253283	0.24599409	0.284040149	3.630904873	1.018119636	0.113119379	0.115896836	0.507480306	3.42232517	4.377711601	2.449459721	2.470573214	1.790676554	4.494975017
A53	1.279650532	0.584454629	2.388662112	2.055524131	0.912275114	0.893736492	1.134010627	2.116717423	3.165157532	1.498163276	2.470605099	0.999779371	1.417942334	1.652570018	1.34364922	1.278006433	1.664966506	4.076484862	1.748277932	1.615235465	1.060929222	2.826586988	1.596030088	0.933772601	0.620647112	0.935248157	1.997503301	4.521536169	0.375465559	1.546917526	1.468826103	0.748335909	0.924799534	1.091402482	0.4399528	2.534822949	1.961476371	0.890101769	0.491939585	1.522471001	0.817088416	0.94597985	0.146558911	0.161783445	0.885981929	2.046611776	1.310734721	0.312552075	1.135392527	0.628558046	1.736096379	0.257487391	1.266041297	0.751145367	0.819429134	1.542147279	0.951143601	0.631789406	0.918142343	1.713848741	0.966953389	0.851062084	0.414417505	0.407355801	0.364859765	0.367149573	2.911077636	0.838752604	0.800713261	0.583689385	0.532471962	0.77400198	0.245981861	0.232384336	0.797897983	1.538338656	0.737434888	1.34110496	0.366155912	1.10372975	0.513829153	0.711661758	0.590486535	1.476560414	0.263020576	0.492464716	0.50417134	0.306378832	0.865012216	1.739337404	0.837984452	0.477190838	0.595677316	0.355945926	2.038276113	0.324293389	0.795596043	1.321173645	0.542928397	0.837515212	0.216574704	0.536228777
A54	1.248825481	1.684960706	2.205976078	1.122724557	0.348940187	0.856866638	2.15901363	3.020349407	2.247717362	3.190516995	3.07096774	1.437678582	0.514740115	1.931586257	1.750697086	1.096453215	0.830351032	1.74159188	1.849459832	2.13444748	1.617166874	2.304623936	1.257042395	1.735124502	1.25875737	0.972536513	1.391785259	1.177396632	0.313235258	0.946488656	0.663719425	1.600305934	0.66849007	0.769566013	0.72008875	2.147515781	1.682052057	0.444957482	1.365668221	2.138313102	0.988285119	1.150677509	0.317838228	0.515192307	0.712534121	0.823075957	0.808240102	0.245333113	2.252371287	1.136910524	1.572934426	0.387109754	0.480509875	0.520672497	1.213978785	1.109623499	0.351675594	1.606546648	1.396797611	0.690101372	0.761918305	0.848984133	0.60877788	0.738324041	1.03160268	1.207448506	1.199591778	0.860075587	0.332519314	0.674392363	0.370144696	0.74691834	0.8724076	0.364215574	1.608391265	1.089432175	0.393201375	1.030866172	0.241552607	1.117756145	0.407656183	1.121582231	0.920508756	1.095967576	1.158845274	0.56975829	1.283135982	0.566732413	0.800251398	1.555399233	0.96747159	2.291466517	0.22910042	0.344897573	1.56787446	0.850934914	1.972895194	0.742951006	0.881305686	2.892504305	0.290826224	1.180591554
A55	1.469428271	0.799775105	2.88079827	2.357224327	1.228292238	1.484673086	1.280033052	2.811368699	4.829941865	1.889422959	3.082226014	2.619128987	9.040182153	10.41812232	2.652820288	1.413910233	1.645407502	7.177693848	1.666850908	5.562623539	1.26474582	16.24842134	11.76292986	0.803121958	1.06321937	1.599315908	6.458103553	22.12789895	0	8.383404665	0.837768257	1.88228818	1.042162708	1.047956328	0.854342788	11.54048774	10.96430495	0.599655406	1.787751177	7.948007215	0.940933012	1.050992683	1.430580422	0	0.956234708	2.284275998	10.38357431	0.161607585	1.240790995	0.810139431	1.879626151	0.291771532	0.947258798	3.046078344	1.005798467	1.841581412	1.385185341	0.623822614	0.827769994	1.836421949	0.889474856	0.867358108	0.497060796	0.567775444	0.505045695	0.53672223	3.047722562	0	1.285682783	0.581765503	0.122762462	3.057079639	0.673498542	0.914727854	2.738959676	5.238037609	0.677476523	1.155435561	0.32793014	2.355040356	0.711345801	1.318055875	1.090644449	2.91060389	0.680953233	1.950868775	0.879680829	1.870721586	1.931187308	11.13206161	0.895776617	0.33285003	4.995790701	0.809394381	18.60714331	1.624842879	0.337599001	9.038729925	2.398147631	1.090241682	0.285082908	1.680218396
A56	2.501000333	1.222247778	6.394032804	3.082678491	0.90741702	1.071780043	1.766395771	2.213158114	3.467064314	2.30104703	1.704335326	1.050502048	0.548088533	1.92100133	1.390467708	2.410231279	1.931267501	5.69614715	3.125774928	0.522700031	1.187250965	1.437805581	0.421004592	1.691493184	0.630464124	1.710008731	0.97849286	5.614514389	0	2.387216466	1.281554866	1.221746191	0.897616966	2.115383921	0.377221249	1.956660814	0.114543643	1.981748474	0.55317053	1.127320329	1.109408858	0.881282146	0	0.074916365	0.952854188	1.755868783	0.399186706	0.427512063	2.209981139	0.953466085	1.079008173	0.179963106	1.18505697	0.470790238	0.713131036	1.800733321	0.819975799	0.544726078	0.965880678	1.91294374	0.720715804	0.740558017	0.123365191	0	0.12449032	0.127413981	1.819374999	0.103395105	0.777997583	0.049741324	0.874529525	0.346559716	0.021886424	0.123640639	0.986947388	2.316810324	0.262927446	1.635776304	0.099035238	0.941273504	0	0.8140006	0.403193756	2.410339047	0.071685027	0.502014366	0.222634546	0.114153865	0.082275866	2.873710446	0.105921836	0.349155608	0.727057799	0.316154959	2.258748069	0	0.573813254	1.629166016	0.335451333	0.448585582	0.128129856	0.635431371
A57	0.908607834	0.875953048	2.27914571	0.83477223	1.987889391	3.338855888	6.641060464	1.025144373	0.600078092	0.846964146	3.910509294	1.222323786	3.422357393	1.151718243	0.644391381	2.410142656	0.802696829	4.644918989	0.980217705	1.448379388	0.796964242	2.829399121	0.532247531	1.612528539	1.053755582	0.97097516	0.886650529	2.204367236	0.814924624	0.760526944	6.227847627	3.222478585	0.501041407	0.596853809	1.23771545	1.916480813	4.429709977	0.829968465	3.002438931	0.666173182	0.669624525	0.529372084	0.850042369	0.72365158	1.465820253	0.425127337	0.535544566	0.306547507	0.332506759	0.898031431	0.352698839	0.281961356	0.624264002	1.790170865	0.558288538	0.420477345	2.650986234	0.788099287	1.867549372	0.569430614	2.447121022	0.480818409	0.789307341	0.810642644	0.481314896	0.304970303	1.194255718	0.289572863	0.498858659	3.28086135	0.720209557	0.352408832	0.815822426	1.076680029	3.027262609	0.243447247	0.246331666	0.629714319	0.576926818	0.331888151	0.805245596	0.577137759	0.656420957	2.626078609	1.070237198	0.911981955	1.556792339	0.357764947	0.711686645	0.598190709	0.289663575	0.807791377	2.941226411	0.386789104	0.652391659	0.577556408	0.901548819	1.342370063	1.336592957	1.104168646	0.370191561	0.642109464
A58	1.435356514	1.619265931	2.099402914	1.661303972	1.564830958	3.231617392	2.316458218	3.203256606	1.348260319	1.390914481	4.137123074	1.973893885	0.977988534	1.165692922	2.775400286	1.171683186	1.194340882	2.913206307	1.288983332	1.591410305	1.431554187	2.29158229	2.327260018	2.224840843	1.158867688	1.779579969	1.616209687	1.849384562	0.860961262	2.332908576	1.25603603	3.407510447	0.92601868	1.198608067	1.10436848	2.152634548	0.917148804	0.994156139	2.146383912	1.011282958	0.974246901	1.176651678	0.815511556	0.598171692	0.288689164	0.877263102	1.401379652	0.1473259	1.600240412	1.11521265	0.377631772	0.863142259	1.230371977	0.233030399	1.320262419	1.845117781	1.111946003	0.990342025	0.809159863	1.191968372	0.985752359	0.834881195	0.402697615	0.777309827	1.207648031	0.755254914	2.807744838	0.955118937	1.43831671	1.188793365	1.087094213	1.144475588	0.501331071	0.713608387	1.416753314	1.203203706	1.628735294	0.329504521	0.814000373	0.422561726	1.165535803	1.044786547	1.010742787	1.792709425	1.764425361	0.873072634	0.803782592	0.374942923	1.062393498	1.264974639	0.187670319	1.200332307	0.204545024	1.24228524	1.596175139	1.03798172	0.81851752	0.917402548	2.13933185	1.409391902	0.545706939	1.069783522
A59	0.988090685	0.531579344	3.03784183	2.841850029	0.424687764	0.335495535	1.991380234	1.870797123	3.724887583	1.708031964	4.053906813	1.006563292	0.631546038	2.645466475	2.096105996	1.591849696	1.835809084	5.203335316	2.84267494	1.060677478	1.087775165	2.712745475	1.203037704	2.329571594	0.575216987	1.173501013	0.975218032	9.596342287	0.078738883	2.091384395	1.488692883	1.750110808	0.972148223	0.907795662	0.642598955	2.151360619	0.926251556	1.084426774	0.357341993	2.747804424	0.989198566	1.953562371	0	0	1.158195628	2.372407535	0.472371479	1.029900977	2.270665166	0.89241391	2.892279035	0.238949274	0.936001209	0.464303598	0.778383778	2.659880783	1.184383685	0.969071495	1.707853138	1.114769555	0.587442271	1.046633229	0.301587018	0.331285624	0.468204174	0.576891264	2.066550486	0.185636203	0.442268261	0.317318756	0.587634416	0.688468225	0.085648724	0.104865535	1.099212524	2.807647711	0.371803845	0.897647969	0.273009199	1.643914635	0.172594595	0.493439457	0.687583062	1.81306814	0.417249759	0.996482224	0.935269537	0.222937629	0.720102734	2.775910159	0.644951144	1.024641171	0.706136364	0.204066591	1.156714065	0.057590692	0.869661881	1.090610891	0.565118107	2.343034816	0.225253973	0.666892853
A60	2.609550664	0.474436127	2.028770106	2.265433916	0.2455039	0.637952632	3.161836916	2.590600518	1.955620411	3.877212072	2.59295087	1.575271841	0.049016702	1.214584417	1.789524153	1.954437926	4.607990097	5.405752235	1.898936978	2.066823551	1.184661697	1.125958792	1.005605224	4.583487101	0.494791286	1.033332749	1.488106188	4.137176268	0	2.136152943	0.254808717	3.277246296	0.239111167	1.458672034	1.199084321	1.69171833	0.50171866	1.166064122	0.380501925	4.443509241	0.638538941	1.65361082	0	0	0.84014057	1.972480194	0	0.156316188	1.625637728	1.016238237	3.505701505	0.26965884	0.802076056	0.436294124	0.426303861	1.747581699	1.471231566	0.592358218	0.784539453	0.52307373	0.586064623	0.913843392	0.243986579	0.054402405	0.535370316	0.241515011	1.927009107	0.120950274	0.641706607	0	0.266482118	1.700828543	0.686169823	0	1.319379973	1.831888078	0.068292754	0.413015272	0.058446158	1.331720859	0	1.537313766	0.198107163	1.21872382	0.348108023	0.197185692	0.610325601	0.069260503	0.232796791	1.410347034	0.182418994	0.340915491	0.281859227	0.179830475	0.958038677	0	0.153867724	0.693649628	0.380529723	0.911167019	0	0
A61	0	0	0.000941195	0	0	0	0.077496656	0	0.001349754	0.001835977	0.001085169	0	0	0.009867961	0	0.003499768	0	0	0.058785046	0	0.001185229	0	0	0.001391724	0	0	0.079568379	2.242557692	0	0	0	0	0.000866668	0	0.001714859	0	0	0.007843325	0.01564897	0.001249952	0.006229489	0	0	1.038018674	0.166749331	1.943436889	1.695197077	3.239787085	3.102091419	2.721771664	1.774114948	0.076605119	1.259150693	2.019820182	2.705563256	0.013792138	2.643360148	2.562821455	1.297539269	0.208789965	1.81656972	0.093575571	1.12007759	3.876495124	0.105604752	1.445658275	2.482337698	1.43489659	0.427379008	0.079057474	1.604450766	1.165417767	2.298286551	1.246143827	2.637875563	0.001119066	1.439808919	0.628772363	0.176104019	0.023258307	1.664869326	1.429961686	1.303055791	1.572063696	1.577385384	1.223049847	0.221818502	0.482287477	1.128532993	0.208039458	0.435198629	3.310865371	0.705906753	0	0.110434785	0.24164342	2.091234206	3.329124998	3.581917984	1.827475466	1.8837984	5.041751662
A62	0	0.00935056	0	0	0.010610347	0	0.038532829	0	0.006383644	0	0	0.014168868	0.033227568	0.008423068	0	0	0	0.004335122	0	0.027186538	0.006958795	0.038854741	0	0.004544956	0.014187764	0	0.075944437	2.359411761	0.014935608	0	0.011283184	0	0.006082709	0	0.011638194	0	0.025692744	0.009800584	0.014832184	0.006767715	0	0	0.031081312	1.219700793	0.182590331	1.971574349	1.853741501	3.185915839	3.828841191	2.921710745	1.705005744	0.058835394	1.214898366	2.850548947	2.61469688	0.063659944	2.89804409	2.919477115	1.618537281	0.221394844	1.948176822	0.106822444	1.258872056	3.934844785	0.085631311	1.434450944	1.283079035	1.423780325	0.496556504	0.03146061	1.446113474	1.242762315	2.17069101	1.113438064	2.988531834	0	1.280338568	0.615889351	0.176696956	0	1.94746221	1.340645832	1.109943369	1.43890656	1.169211632	1.216327653	0.286745397	0.50865696	1.339075783	0.252811423	0.53939565	3.141766458	0.825386136	0.02920269	0.082867199	0.402303074	2.064754674	4.48791815	4.078230872	1.540110927	1.729083609	5.400271039
A63	1.486749058	1.039861709	2.408172838	2.345946786	0.876174814	0.960832806	3.053757673	3.090255206	1.30546863	1.609154701	2.537042442	2.897236192	0.429394799	1.064540986	1.456697405	1.502921886	2.856872003	2.846657497	1.055694023	1.92740306	2.039581508	1.791309124	1.667203268	2.283614579	1.259538403	0.878918454	2.133260137	1.580758735	0.303736462	1.244769874	1.073585893	1.84596485	0.82516351	1.604930655	0.569201709	2.549902426	0.31707355	0.930163175	1.560290147	1.326921542	1.473954546	1.160824436	0.210814713	0.359022607	1.091086766	2.130312793	0.555757684	0.134707176	1.97786265	1.639775445	1.566807383	0.650536352	0.626965104	1.159245647	1.056178771	1.068880082	0.844043842	0.789374089	0.274913694	0.975448841	0.608898168	0.554015677	0.272041779	0.30868106	0.223315843	0.321505313	2.21280046	0.201314154	0.910248486	0.158868165	0.68758232	1.815739048	0.89923521	0.465260523	1.002626418	1.747165463	0.460690714	1.292800715	0.551875595	1.806994214	0.461798111	1.258378626	0.714991326	0.887759265	0.599594895	0.606365088	1.77931915	0.370381562	0.69505327	1.293561147	0.558713744	0.709068286	0.682565436	0.60847372	1.506628825	0.591649854	0.591271917	1.934959016	1.799135621	0.898960395	0.217037136	0.380873465
A64	0.002858444	0	0	0	0	0	0.064320555	0	0	0	0	0	0	0	0	0	0.003428182	0.414309146	0	0	0	0	0.008071053	0	0	0	0.092471136	2.264761845	0	0.00647836	0	0.003359281	0	0	0.004167584	0	0.004049993	0	0.003459688	0	0	0.005399967	0	1.004854859	0.196174292	2.004351904	1.879205167	3.372742836	3.183110424	3.048842717	1.834990192	0.073485557	1.216143421	2.302988605	2.826958549	0.176148472	2.711476981	2.780706755	1.326655834	0.230884853	1.946748683	0.14466881	1.170769291	4.047917065	0.110736169	1.460727301	2.702436019	1.362567282	0.440299558	0.088060957	1.676404736	1.112696309	2.477360796	1.209498805	3.294509168	0	1.531756949	0.60199985	0.204591616	0	1.939856439	1.502375489	1.441519049	1.570991892	1.617534833	1.230778644	0.273700757	0.448034656	1.311439105	0.276214947	0.264896829	3.663705029	0.685982827	0	0.116696263	0.341024877	2.061858553	3.383359869	3.726835894	1.990960453	1.931516415	6.14096948
A65	0	0	0.016519135	0.00297612	0	0.004795261	0.432424205	0.002644851	0.008129665	0	0.006473054	0.019907044	0	0	0	0	0	0.005785142	0	0	0	0	0.003274888	0.006893996	0	0.005769855	0.361022758	1.218604054	0	0.003376918	0.004990284	0	0.006281433	0.012588629	0	0	0.007843642	0	0.003075441	0.004345095	0	0	0	0.91404773	0.509691884	2.922113777	2.484074819	0.179097388	3.32967539	3.23545005	2.869941588	0.466528356	1.340999737	3.203612824	4.282629989	0.136649986	2.964220963	2.878825048	2.742443969	0.96509914	5.940173275	0.349325731	1.57854735	2.523001058	0.387953081	1.097013669	0.65595522	2.590956569	0.592580641	0.397764115	0.640689984	0.644455939	2.434361956	2.156909078	2.395228431	0	1.364958999	1.473877149	0.316961499	0.135024879	3.843000506	2.293757125	1.708448401	4.134338901	0.906787288	1.457940739	0.81298171	0.630048501	7.189133374	1.095210618	0.301448165	3.531347003	1.311060901	0.010141927	0.414132481	0.891184613	2.944224058	1.472027196	2.67811086	2.118563046	0.768863642	5.202036948
A66	1.295283068	1.52282322	1.676124479	2.590782815	1.596143954	1.123070794	1.484683975	2.402930435	1.439937755	1.541789505	1.647609932	1.688613368	1.692182189	1.627631858	1.133374056	1.750752521	1.231242131	1.867412277	1.27523817	1.421108772	1.868808555	1.88086819	1.586737879	1.958466118	1.329651259	1.374260238	1.243348691	1.718615054	1.647266384	1.331022286	1.481586528	2.01969776	1.730000496	1.619563743	1.704198265	2.081175918	1.798703927	1.642875138	2.135834885	1.451816118	1.458139831	1.352456667	1.584826532	0.729909292	0.623814415	0.848897523	0.624166256	0.591177594	0.795632778	0.899997539	0.955201298	0.848836261	0.760364073	0.720531931	1.034406832	0.709588053	1.000894555	0.979218918	1.117623842	1.344429818	0.984969222	0.801156164	1.030684973	0.70647036	0.50566295	0.973100578	1.073297186	1.222265174	1.078798593	0.950392409	1.044389474	0.890706377	1.101154397	0.796703963	1.058490732	0.416241446	0.83337015	0.616945856	0.531191719	0.5287353	0.914877262	1.263066164	0.897884992	1.239503869	0.775638283	0.55781432	0.53666865	0.565126601	0.884472405	1.610478801	0.458000364	0.639599611	0.796227185	0.542446901	0.910354863	0.565774342	1.149732443	0.869422943	1.272144883	0.680271013	0.722460079	1.292334285
