"N1260_1_1"	"N1261_1_1"	"N1262_1_1"	"N1263_1_1"	"N1264_1_1"	"N1265_1_1"	"N1266_1_1"	"N1267_1_1"	"N1268_1_1"	"N1269_1_1"	"N1270_1_1"	"N1271_2_2"	"N1272_2_2"	"N1273_2_2"	"N1274_2_2"	"N1275_1_1"	"N1276_1_1"	"N1277_1_1"	"N1279_2_2"	"N1280_2_2"	"N1282_2_2"	"N1283_2_2"	"N1284_2_2"	"N1285_1_1"	"N1286_2_2"	"N1287_1_1"	"N1288_2_2"	"N1290_2_2"	"N1291_2_2"	"N1292_2_2"	"N1293_2_2"	"N1294_2_2"	"N1295_1_1"	"N1296_1_1"	"N1297_2_2"	"N1298_2_2"	"N1299_2_2"	"N1300_2_2"	"N1301_2_2"	"N1302_2_2"	"N1307_1_1"	"N1308_1_1"	"N1309_2_2"	"CD6582_2_2"	"CD6584_1_1"	"CD6586_1_1"	"CD6591_2_2"	"CD6594_2_2"	"CD6595_1_1"	"CD6598_1_1"	"CD6601_1_1"	"CD6604_2_2"	"CD6608_2_2"	"CD6610_2_2"	"CD6620_1_1"	"CD6636_1_1"	"CD6643_1_1"	"CD6644_1_1"	"CD6645_1_1"	"CD6647_1_1"	"CD6649_1_1"	"CD6650_1_1"	"CD6651_1_1"	"CD6654_1_1"	"CD6657_1_1"	"CD6700_1_1"	"CD6703_1_1"	"CD6716_2_2"	"CD6722_1_1"	"CD6733_1_1"	"CD8049_2_2"	"CD8051_2_2"	"CD8059_2_2"	"CD8117_2_2"	"CD8118_2_2"	"CD8119_2_2"	"CD8122_2_2"	"CD8144_2_2"	"CD8145_1_1"	"CD8149_2_2"	"CD8185_2_2"	"CD8196_2_2"	"CD8197_2_2"	"CD8203_2_2"	"CD8211_2_2"	"CD8212_2_2"	"CD8234_2_2"	"CD8239_2_2"	"CD8243_2_2"	"CD8257_2_2"	"CD8264_2_2"	"CD8305_2_2"	"CD8313_2_2"	"CD8321_2_2"	"CD8330_2_2"	"CD8331_2_2"	"CD8350_2_2"	"CD8355_2_2"	"CD8367_2_2"	"CD8368_2_2"	"CD8376_2_2"	"CD8380_2_2"
"N1270_1_1"	32.0107323615802	47.3341159816618	32.1504390687415	28.6051938613771	503.742103891933	24.2099258430576	30.4150138549627	24.3828646612494	43.4703027570341	35.1851507090651	0	31.673281618253	31.927493035764	41.2325523481092	32.3118050359562	27.3785741377833	28.5842141792719	55.3408714761785	28.1247674107682	29.4306485008922	42.5682786487294	31.4532400909085	33.5840414180707	26.6775219805177	35.8410451711926	26.3834041889336	35.8169058602523	38.7266779188306	74.1653655397718	29.1514270256636	31.3143673830065	33.3917759119334	36.4094161975214	31.7108251708276	27.4083762098246	28.8926276780043	34.864985943596	30.9496757596866	28.1476166838789	53.5781191227373	593.30195798286	820.554604379186	29.138221692439	49.3934904156112	32.9824518073557	60.0174448182319	46.2088400757034	42.5265737398108	36.8198382119298	38.7936947642716	41.9042772704742	31.6540565643711	33.413173885182	43.2873024921319	43.6009169109373	36.4630610050659	39.6962469132333	43.9461600890508	41.177908797916	34.1135709583267	38.3015877378434	31.4618387474999	716.35632243819	36.2750679334093	30.8442006741209	40.7575764113465	34.7051451940277	49.7330914219282	47.2689214756784	37.4686582269882	37.1088632383418	41.022861120427	46.3362654655825	35.3923504718752	47.4377346663822	31.7618654454051	71.4186327846506	39.1982889088342	99.7865830394524	37.4914692413882	87.6099234498314	49.6665216783265	36.3155060351555	50.8864822241821	34.0642246346994	44.757341543823	32.8916000032367	56.261744312661	45.5836062373975	45.7219714383961	42.940034905695	45.2767948458463	33.8303883759704	32.8452161595227	45.6935704822814	37.2029969280163	73.5463847524594	50.9679998716788	129.079562674572	31.7978264940917	48.9777481629942	46.5440293447837
"N1271_2_2"	30.0239272165838	50.168207240901	32.8438670411056	27.9760953011787	503.527639902387	29.5527645612631	28.3606348965218	27.0360775232854	40.0440035229715	30.856038413909	31.673281618253	0	26.3247807671987	38.5380552448413	31.2790755222521	22.794621751259	25.7745840432397	50.0476098910336	24.6963686377773	25.947209831152	34.1742819330923	27.3385724088007	30.4419953942728	26.5612233962519	32.7194721958529	25.9464518861051	30.4849583618843	37.6336279293642	74.1058319863983	25.2590906635179	27.5905337100285	32.8961427247537	32.2107109360066	29.5016425937343	21.6795997578989	27.2365172023175	33.3669978433978	30.1601255385922	24.2838650579042	52.5870250689229	593.109757728821	820.321675601844	23.083709154157	47.2618910281197	24.2349864762081	57.2703195996147	42.9410569899872	36.515677038461	31.6099846532078	34.0358613186956	39.5369431955751	25.2945387654678	27.6395930109948	40.4578729813774	39.2579071883993	30.7388675012391	34.3721945415079	40.033255733204	34.6319073018058	30.1187970153204	33.0527396685111	25.8915582782743	715.976497878713	31.4010368357954	24.7875131080747	39.0037966385121	30.9074075346395	46.8818218110551	44.587489150378	26.9072627410565	30.138681635908	36.6959882328536	42.9684597591051	33.4879909175854	44.5244945604961	25.6748915487304	70.3016946512185	34.7893009860983	99.2707425707046	32.0170865668619	84.6971063899209	46.1231111021247	30.5300349979732	46.6208862063544	27.8855344143148	37.0682017424653	28.0943756887242	41.3936530784924	39.4030681698683	41.8606029931155	39.3153137850733	39.2889906845258	29.3641123432266	27.0218204701862	42.5319143335038	32.5383317045011	70.6456884115916	47.2325622441544	127.927722245042	24.0854344413107	42.3686061996535	40.993038314039
"N1272_2_2"	27.6317885290094	46.4948092078498	29.5860737797035	25.9274743892812	503.601513898156	26.7539478585561	27.7355395105202	25.690020527281	32.1747568678437	32.1076583180034	31.927493035764	26.3247807671987	0	32.8567327614705	29.3670768844602	20.2566009983466	25.5755958085178	56.1217607763494	22.8531571484848	22.3048369993359	39.4386213623725	24.43479658717	25.8435450435371	25.9799971028516	28.6644183422793	22.4790624552942	27.0637324982	33.8235788073735	72.2655396828362	18.1428273698657	25.373171623722	27.265617926484	30.5541702233202	26.1816305131506	17.4653667310143	23.9742382329364	30.4425549552462	25.485482887556	21.7000403365916	45.5248731446209	592.965447546125	820.204453962236	18.9216952211194	46.5359199255653	27.8947097664607	57.9906916169257	42.0241617614249	37.1637349990467	34.0324904156106	36.6155576565623	38.8299052657486	22.1939735399003	27.3156500454986	39.5128557680336	39.407538382381	31.4516661365539	33.8162429100887	40.1139410045687	31.9672902601143	28.2654099206502	33.0909978699742	23.9783259033529	715.917910424965	29.9211267547682	22.3586859654571	35.6246484469417	31.2866736940403	47.9984114395462	43.1564894925333	31.9982518458619	31.6697707616848	36.2113734390335	41.4113355389543	28.8245917673791	44.2039872138168	21.4148773703898	68.6759032337824	33.0820436433144	98.2763188787849	29.9752542158371	84.9191287037868	45.3869420349426	30.1237268808539	47.1706897782523	27.1263619700822	38.1420111893617	26.7918051462929	52.714302076235	40.9197368395358	39.8318240286619	37.5215016400055	40.2191781138196	25.2637206424615	24.6914028351238	38.9931597438138	30.2057234271906	70.9559241957556	47.2342107902836	128.219280398006	24.1755720874429	44.1482342569807	42.2091129191719
"N1273_2_2"	40.1933386360626	52.0339142099403	38.4843972555293	39.5475690973842	504.192527601474	38.9542516295789	40.2054950797898	36.7581775137278	46.4581975534697	39.2482600364679	41.2325523481092	38.5380552448413	32.8567327614705	0	38.8773066636689	33.0651008798638	31.8509212715477	57.5026444759116	36.727072083069	37.1614818414064	46.3755199411199	34.5251732266645	37.9240196129115	37.9146705252019	40.3724016466732	33.8825474455491	36.5601948364071	41.5339149190207	72.8531470065063	31.6822374000471	39.9195960520595	40.5343656909856	43.0219862618164	39.8752208688763	34.0653598499319	35.3916572984315	33.5809411345307	37.1912971841781	34.3990366284178	48.5910258503083	593.433598577838	820.550993031989	34.2537938684798	55.0923062807297	37.2552167205817	64.3089079352485	51.3086704574092	46.0707469226153	44.579794709449	44.7357986564933	48.2902110062515	36.9727536675525	40.7629190572252	49.8891955881185	49.5769875523701	42.1826571472803	45.5533977650286	50.017013393035	42.7460186035054	40.9874385126033	44.5871047791013	38.6894762304796	716.317532943606	43.0382513932308	36.1667473615546	42.3776084508253	43.2192052276814	56.1647995530867	51.4631797080945	41.0005388997436	43.3486342790671	47.1206212981513	49.763433162479	37.4070654714108	51.9407474118539	37.2161826622089	74.2631330457756	45.0308685143802	101.259484769876	38.2576729032741	89.6716720523237	53.5524352374405	42.2000507089093	54.989006861633	40.9398341806974	46.2116663397142	39.8869536460797	59.2599817472319	50.4865031364025	47.1664183288989	48.1704295059691	50.2783389750679	38.2476878814732	39.525075033103	48.2727569303343	42.1901676518922	77.0146808057102	55.4707428926471	131.51041247305	38.5342394876345	53.4669698770206	51.4606698964611
"N1274_2_2"	18.4102912767571	47.6159349597993	22.8845127525355	20.2327517308664	502.644989324492	28.1256885719353	30.3574268627041	27.2137175006474	35.508039976256	24.1902488901659	32.3118050359562	31.2790755222521	29.3670768844602	38.8773066636689	0	25.1386557375398	26.3091158078345	48.4772756219869	25.7774968316189	26.2601472920692	37.202455281879	30.1844035299619	19.7003710607343	26.8213144761577	32.4130327786613	26.2317018171397	22.0646197544574	38.1060282102901	73.8472518381819	25.6333937409342	20.7021427511553	23.0434886429269	23.0572922784268	20.7930329143251	26.525380015511	28.8374218100093	32.9999942521272	28.086979070797	24.7013559748303	47.6354119631909	592.714378832376	819.963584055466	24.6854409843869	48.2108021828465	30.9154199343066	56.0105566572426	45.6407734818946	39.985394356905	27.6402125144525	38.2261861598232	41.115462191134	27.3672847590513	31.0810414095155	41.9137078014687	42.7688393323852	34.774919469756	36.9156985956896	43.2321762128292	33.4426240091239	20.3009430460118	36.845751288489	28.8331829331673	715.687280937669	33.7137244574245	26.347779768769	39.2199319735347	33.7513849776492	49.3791647420973	45.8977599474091	33.6523509306142	35.3976361635556	35.297440002263	44.7108175873884	34.8870159235366	46.6692528725703	27.2492512360387	70.817805213233	34.6510230839434	99.2625437971872	34.2081833787762	85.9292392318699	48.1328535536821	33.8200769736131	50.268034586036	31.0201029865753	41.1896919668896	30.423012604134	54.8538142997317	43.1780536537771	32.2259047553894	40.8262184808625	42.6210480464029	31.4066580013377	30.189268586126	44.3192908619483	34.0877971561322	68.8697286803442	50.5316469657438	128.979556221165	29.1447447889711	46.480528330293	44.5633946384377
"N1275_1_1"	25.50480005281	45.9136727252181	27.4099231238551	22.2709501000556	502.645833677663	22.2476377135982	23.7596411693086	19.336503990632	34.3081341726934	26.7920927300177	27.3785741377833	22.794621751259	20.2566009983466	33.0651008798638	25.1386557375398	0	19.5208632584399	46.3839814115604	20.6059220308455	21.8589796627852	31.35703119868	24.7552382983483	26.75926428132	20.6949104823243	27.1431359168069	19.9387235806372	25.9786335177265	34.4541381568168	71.3497942559158	21.2616089400391	23.8677793444295	28.5333676357123	28.5501543026171	23.6496683055081	16.3089129310217	23.7910643127203	28.1495278689255	25.2514568944618	20.4328188289349	48.4454386085169	592.186551432787	819.510142390623	15.9630207314899	45.5298654734048	20.201647979414	56.4337209500293	43.1566602682207	35.1310345407581	29.6042954957015	32.4388156001788	37.1955341960644	21.2091213264051	25.7674915019618	39.1298826603924	38.8945378164794	29.4108809454067	31.9987372265882	39.2228732465982	33.5472255994319	26.534960474514	31.7739878689076	21.82828549214	715.255224738911	28.3110105576657	20.6733063537739	35.4380584573996	29.1999138275296	46.6948360235791	41.6411567082784	25.3767719310923	30.4035543222784	35.0716847777359	41.4852777681862	30.6159789823568	44.019756709518	22.3559354285045	68.0507275556507	32.4408996134001	97.6740499187199	30.6147863421302	84.6484171726639	44.6808645939775	28.8696646618868	47.0813362156737	26.0954328370242	34.6310147246484	25.7776229147968	51.4213379615197	39.7609291342227	39.0977513678212	36.5040912414021	38.9195941291487	26.0424196460296	24.1464789156552	41.0829866336791	29.2158251828992	69.9475777470025	47.6100089999935	127.856624839208	23.2598102866758	43.4654015056147	41.3368288215407
"N1276_1_1"	27.924657070927	47.1865343293589	30.1136857191043	26.5588538361484	504.621234503232	26.069320985075	25.2715001334976	24.7936352130166	38.3281553907582	29.8504139057827	28.5842141792719	25.7745840432397	25.5755958085178	31.8509212715477	26.3091158078345	19.5208632584399	0	48.9796264081827	21.9047069638921	24.1244065191437	33.3932541169323	26.3696796044233	27.6561988218649	21.4157058252505	27.4748903376101	19.3694392995838	28.9779378887555	35.0631627302175	70.9251705915132	22.7641108089911	27.1126281564514	27.8985260915027	28.2717787465075	26.1766276129179	20.5361600234485	25.0518177578249	27.7222565189202	24.3045733290087	20.1104953545807	50.1459151115872	594.041249442213	821.417529411743	21.2952688169276	46.8041246691832	22.2655240975436	57.4838928695063	43.9353797183709	36.2118057066509	31.8561170652265	34.0842241318513	38.4585985730116	21.6959374672886	27.5825477247299	40.4531326142109	39.4847744025691	30.2773225001015	34.338550526382	40.1625560388095	35.3677832067982	27.9645701547082	33.6518442790587	23.8678627925357	717.123051426125	31.4729739535188	22.3773166328849	34.9911932812379	30.9498857799126	48.0161263250723	43.0358983999561	28.114678448802	31.6795216126676	36.1873629105022	42.5412715618735	29.8115467626596	44.2800268284047	22.9185349009542	68.8811640964803	33.0202916468548	97.6416880993592	29.8052892118063	85.5240650917564	45.8255366148209	30.6846223221992	48.4580354485287	28.4355484614007	36.9605444496536	26.7972147016878	51.8760456797866	40.9157998422651	40.9412329388236	38.9030425148676	40.1587960035612	28.5698306933601	26.3069255296764	42.5084958589578	31.3554293366104	71.0292842180587	48.5531329913557	128.365651329012	24.8340464296945	44.4955584372587	42.475021325859
"N1277_1_1"	48.899595131924	64.7642248572368	44.8817686011395	50.2607072759931	505.603840707833	51.3064622366813	52.4185375647539	49.4327212380078	56.1775431771175	45.8104335451726	55.3408714761785	50.0476098910336	56.1217607763494	57.5026444759116	48.4772756219869	46.3839814115604	48.9796264081827	0	51.7106805443228	53.240508821633	39.1365985356898	46.3679505034241	50.0192233859107	47.5873265258047	56.6839059821204	52.1448846826907	45.1507074998899	53.1452008037255	85.2663231020293	52.5571228468565	49.8554188307069	51.2764657075068	51.1227477854009	47.9138321034249	53.8879971744843	51.0990888804057	51.27989241658	56.3044199958775	53.2070851583763	62.7564848086777	595.723346045244	822.712341409548	53.6114854132065	68.0527664721932	42.846218249973	72.5977030280875	64.8010035294975	60.4811143988155	50.7781523836277	52.8500667407153	62.3574402880279	55.3927350498833	57.2326861186682	63.7449588199348	64.0952591783518	56.8849170349069	59.9522158068795	64.8186563938134	57.3220611273491	51.9948900593014	59.4134654471318	55.0915859855638	718.882255415571	59.6183508460841	55.3408320858498	62.13555579133	56.4503779382676	67.7906948775079	66.4234186298685	46.4377825717115	59.7825283496927	57.7102738343767	65.4550901908278	59.1879039670558	66.351805635136	55.1095989939853	85.0600122877599	58.4223983296202	109.649408548405	59.8357651277459	97.6357696231708	66.9699322267864	58.8379142265849	68.7922110738402	57.6748652884908	53.5273751342309	57.4820269582466	70.5243797033971	65.22996548018	47.1014706097605	64.6735369981281	63.5188762612466	57.6738619393668	58.1289109037908	65.0208324383492	56.999412006538	82.4997808476314	67.6491929845097	136.613815313708	56.3658407526995	67.3522759080037	64.6509399596476
"N1279_2_2"	22.9895495747637	44.8287100075386	27.7001236737669	23.4531079607563	503.550026828697	22.7954831734365	24.6776295994652	25.637924655315	39.4553991916622	28.3597349147254	28.1247674107682	24.6963686377773	22.8531571484848	36.727072083069	25.7774968316189	20.6059220308455	21.9047069638921	51.7106805443228	0	16.3495269716317	35.9731157569713	26.2565469021905	25.4429668119619	18.5436253678887	24.6135285495159	16.9992720510025	27.3558366142078	33.6453523243844	71.7375833011985	18.9271844803353	24.4338316804813	27.3790635154375	27.1643077684178	22.9694177215798	18.1256391120905	22.3509928186685	31.6451576335953	22.1392084413795	16.6516265294252	48.8965891613525	592.99570010528	820.24757622195	18.5045891772402	44.8325090575354	21.7628440992783	56.55714972738	41.5124739647979	33.9408228139046	30.1751156187019	31.5871314998937	35.6025261118866	18.8731142326272	23.7208304231946	37.3954652098865	37.2091099826598	27.9121335043106	31.0253004330977	37.9482003295099	32.5826498646612	24.550427175409	30.4400105191665	20.3696823565473	715.950114443129	28.3885829349954	15.9611582441199	33.3363331961248	26.9026162261876	45.8045600132967	40.799135558802	27.9037146738657	28.3896772226153	33.6402063492202	38.43539240648	27.0914970017655	42.0939584417692	12.8536889223483	67.8878500821755	29.7414593207096	96.419324009328	29.0706406335874	83.9132960048858	43.6974561068248	26.986710898651	45.4563820750244	23.4751372144057	35.5456038827237	22.0872807183155	50.4854672368983	38.2140627857498	35.3515139569278	36.4244179515471	37.3795943152077	21.9980511290392	22.1444486150469	41.2848144868531	25.8320936924089	69.4263060802949	45.9933360244376	127.459622462744	19.3153448563623	42.140934953595	40.5328951338517
"N1280_2_2"	24.1969280315176	45.7004000806612	30.2563552449535	25.1495878499018	504.618408459137	21.7317367799684	24.9325565374417	24.2723060323192	38.8746085203932	30.0672894894463	29.4306485008922	25.947209831152	22.3048369993359	37.1614818414064	26.2601472920692	21.8589796627852	24.1244065191437	53.240508821633	16.3495269716317	0	36.0353760660293	25.8553061048438	25.0846698716644	19.1409722025232	23.9276371861165	18.3470015383292	27.2158035421108	31.5013964618762	71.9362086251408	19.3102096885208	26.376668819593	28.2777851796066	28.5982755740015	23.2763330195851	19.1587397225742	20.4883897404966	29.9624753539961	21.989549599905	15.4771649209596	49.1876992433619	594.090804092432	821.347635372221	19.460835355452	44.6884028928914	24.5044848846593	57.4119650089494	40.0510989497857	34.9616934924893	31.2338208088469	33.8256182393421	36.0690818261518	20.1817911695741	24.2571649817083	37.3436432339507	38.1961017030438	29.2523077682655	32.209530225993	38.5518274717488	34.4197525283395	25.6368303370351	31.7707010214934	21.6960392485519	717.028867908878	28.7184896981395	18.5021558747896	34.7171352134236	28.4157180340203	44.8139064556083	41.1460310813294	29.3271854657241	29.7925420482264	33.426835209421	40.3143178939375	28.5091672460898	42.2083498840498	15.1642832172299	67.4907348717752	30.2742125887405	97.6043868885707	27.1983854819764	84.3842130170289	44.192786366951	28.1092465801411	46.7312748083633	24.3230728533476	36.9092711875893	23.1501268934688	51.3881550454244	39.2943531760335	37.9467730957675	37.0343874032201	38.3213609020626	23.438950706193	23.5312036297233	40.5154443280404	27.6964005597868	69.636984100718	46.3286890019471	127.489011835926	20.2307113958581	42.4554160764259	40.1635254139063
"N1282_2_2"	40.3747656427032	55.7149209707094	40.8294291862591	39.9672860190372	503.54922241182	35.7565756474558	38.1195502090576	35.2067438999812	48.7768146289113	39.0172709160741	42.5682786487294	34.1742819330923	39.4386213623725	46.3755199411199	37.202455281879	31.35703119868	33.3932541169323	39.1365985356898	35.9731157569713	36.0353760660293	0	33.7505721766788	41.3086623846474	33.596343146545	40.9659842656007	36.9008924607969	37.550750224573	44.3548332747019	78.2374326317103	37.6554559339318	40.0562240322292	41.968227511844	39.5151044387379	39.75039708781	34.4820199729881	37.1322911628234	39.9261164025797	40.7321685025156	35.5828167843429	57.7448447811425	593.272913415935	820.325934883981	34.8020187290316	55.6102243779403	29.9083451430565	65.7284270380288	53.1740493012551	46.6914335516869	41.7652377376636	41.3672435570121	49.2306371837059	38.2764078547671	39.8649874320851	50.1863976412876	50.3037788438642	42.2590941404907	45.6125487416422	50.5117314729225	46.8684287117403	41.8742185634605	44.873082544313	37.6353852004324	716.296788706938	43.2384235437626	37.7786067169373	48.77428656676	41.5733522884364	55.1787993144031	52.8511337306483	31.2531154558638	44.0347366429787	46.2599055064858	52.1467913972699	43.7264634360589	53.7137548570327	37.695077995107	75.2591204719311	43.4195207672412	102.903181311021	44.4216309708332	90.4324765452284	55.0030241900452	42.4966094379976	57.2495181272751	40.3446153925868	41.4851732982218	40.6753109768623	59.4356647532127	51.3902647542047	45.7457668280861	49.2586071536727	49.5385125630192	41.6751966930888	40.263920520308	53.3529148130631	43.4062400259256	76.1042249916426	57.4204713734097	131.290018726092	39.2344508729209	53.4168460391414	51.2209110478572
"N1283_2_2"	30.9903721521316	48.6651150156373	30.1605223268701	29.7484450310239	503.290472898606	28.2037402082929	30.8770360778332	26.5115635847246	38.6235001371829	31.9123902509335	31.4532400909085	27.3385724088007	24.43479658717	34.5251732266645	30.1844035299619	24.7552382983483	26.3696796044233	46.3679505034241	26.2565469021905	25.8553061048438	33.7505721766788	0	26.7629153841146	26.3220517800126	35.6261888980223	26.6131204412425	28.2471091064729	29.349872046262	74.7956428954219	22.0023623888379	28.9772163847184	32.4941463952189	34.0108123483453	30.8381921935535	25.9717804008605	22.4009154394817	29.7877734367134	30.162131576013	25.5038225916914	50.3018502106723	592.886677152192	820.025254420988	27.3737045637848	49.9439506337008	27.8976792199938	59.7964730325727	43.0527226466232	41.8175066097803	35.506177759482	37.1459666649427	41.2195354845996	29.0595437393647	31.9548226370463	41.8997614474302	42.2319118596604	33.8012017252608	38.1433822573328	42.9865122419567	37.1153379831354	32.1811720923742	36.2957517313706	29.7549778979983	715.825291924807	35.4095516186409	28.7373752296257	40.6764556205321	32.6147401311923	50.4401980458933	46.5553935479962	33.2852514398762	35.9905600791381	39.2204337206345	45.084406966112	35.6928715836524	45.8058562948356	27.2400828943316	71.2954061982697	37.7500600824165	99.8376695743931	33.7798971630257	85.4524513176419	48.3031191954393	34.4006067072509	49.3935617692376	32.2089630466794	40.523253934333	31.7840040991286	54.9723491629441	44.268044199372	37.995197436343	42.8548469454508	42.9960800597364	30.7413924356419	31.2743080790201	39.1808396064541	34.9871880703698	73.2581325741375	48.0621487909241	128.808482091908	29.6373705375821	46.5809987960183	44.8802507143981
"N1284_2_2"	18.7508426123419	49.1745959991303	22.0879077021427	20.2969936060191	499.627357526971	30.3649096060498	31.0702346222863	30.2838120144121	35.0452023411358	21.8094134527814	33.5840414180707	30.4419953942728	25.8435450435371	37.9240196129115	19.7003710607343	26.75926428132	27.6561988218649	50.0192233859107	25.4429668119619	25.0846698716644	41.3086623846474	26.7629153841146	0	28.5082568232366	34.0297380749163	25.6383417177591	17.607255381912	33.4647584369867	73.5316422330619	23.0786273279841	20.6884242779089	21.9990346476511	20.7104351521927	18.8922608325628	25.7569998933002	25.1542862851199	35.5785429149352	29.0535462098356	24.456472440377	45.1650510710297	589.646002689721	816.860729863218	25.8405127680347	48.5496484028647	30.3100956440143	55.3851459786706	43.3076631087597	39.5083315046859	26.770834086992	37.880866147192	40.1594023394034	25.3719946348482	29.9494546873932	41.3828922799477	40.9136340119801	33.37237623433	36.9101449333231	42.1837180523664	31.3582644526295	17.5045968308777	35.775916105503	27.1718269642124	712.586795316577	34.0036729169791	25.0949956958634	38.1422068337319	32.5311944584737	49.5317558944268	44.2381896499628	35.2223929747984	33.7190959255225	33.298095483232	43.6168109222149	33.6036529958068	45.5989211500194	24.288773154632	70.0188250293335	34.6970609728541	98.5813681241093	33.2210053620846	85.3388470075732	47.1258628418332	32.1591979666885	49.1472422216261	30.0029083856292	40.3348139925115	29.0000551506571	53.9808357763007	42.7880419676677	30.6631743239809	40.77316780512	41.5956084058431	28.5785267455413	28.7477978416665	40.4543062684142	32.4001412118427	68.9461287643072	48.1068883220696	128.778255049751	27.2468519474001	45.8592076985059	43.2203756380552
"N1285_1_1"	24.2356479124673	43.577489550136	26.8792085075807	24.6524978878038	504.469539418017	19.1145413891767	24.9828003656883	20.0277150615372	39.6817472500401	29.705283284233	26.6775219805177	26.5612233962519	25.9799971028516	37.9146705252019	26.8213144761577	20.6949104823243	21.4157058252505	47.5873265258047	18.5436253678887	19.1409722025232	33.596343146545	26.3220517800126	28.5082568232366	0	28.0139330760232	18.6300279897574	28.6362725889415	34.9419714138708	70.9286711505775	21.1292408092069	27.0534564628329	28.3658557037499	29.2135775591401	22.2278540697055	20.9567686159006	22.2245558792819	30.5490501687522	21.7765800797298	19.585857929079	48.9707075344458	594.037004272872	821.323329627544	22.3310446260769	46.0316309333172	23.3061449587325	58.1862858233555	43.4262361276578	36.8970709271059	31.6084351017454	33.2009116288286	37.6632259034193	23.0918029139031	27.5192817838447	39.8018044987929	38.6408042693922	30.4863344680195	35.2359498559808	40.1464960493238	36.0648298764001	27.9760409580624	33.0588623847692	23.7731577532287	717.130751850753	31.5965090875368	22.2322697321303	35.9368051133025	29.6617195779781	46.9946554808696	43.0325097674365	29.6626081260801	31.9392828100786	36.0577181459309	41.2861129013333	30.902386386674	44.1236410315057	21.934793258737	68.7224740989748	33.6016232535354	98.0907604208923	30.6277402721105	85.1397734823714	45.6820672475051	30.2903938426177	47.7852076757665	28.0232426029404	37.6785423095681	26.1708914471977	52.4794557261489	41.5716448180668	39.2065889010388	38.9479531014782	40.3225072748696	27.8357516585625	27.2060748249811	43.5032199168038	30.415587581518	70.9506245483071	47.535520626933	127.884799655341	24.8441969877615	44.1021107703749	42.2871285829229
"N1286_2_2"	32.0293009916119	49.5738144920963	36.0155577076547	31.954483556091	504.057123994568	31.1902928162776	32.3972776004416	31.4196738785444	43.8951478665815	36.4824860804607	35.8410451711926	32.7194721958529	28.6644183422793	40.3724016466732	32.4130327786613	27.1431359168069	27.4748903376101	56.6839059821204	24.6135285495159	23.9276371861165	40.9659842656007	35.6261888980223	34.0297380749163	28.0139330760232	0	26.9318012741012	33.091836630265	41.0767459771115	73.9710233976795	29.6135616827551	32.9038910817371	33.2579850275515	32.113043373894	32.2073823659558	27.3519945677214	31.9012297404393	32.3114925836028	30.7071495547579	27.368268886678	52.1129731923299	593.391581026739	820.517775262431	26.2741027411722	48.9016800152339	31.4395344032008	60.3395439238863	47.1355271964991	40.0404237480319	37.0779639264162	39.5878287305276	42.7434739428231	27.3395248985609	32.9795446988282	43.567816336593	43.7273687863184	36.2998522085748	38.6073906938079	43.3905428017229	40.2821064292627	34.0376938006328	38.5909706380276	31.1814044280488	716.291647669893	34.6212560669539	27.3754159290914	38.7510567201311	37.1864179997781	50.0799585115	47.3725219114558	34.0252847146899	36.4285152079562	40.4640692345971	44.3358246539452	34.9727073763151	47.7317115010695	24.7873739404174	71.324967200264	37.085181601959	99.266607925024	33.4249184938737	87.2039990931646	48.9764524305108	35.3021577119089	51.1759497005671	32.6376209564256	42.2485023859577	32.2388803769315	54.5920073174523	42.8493912102715	44.6537489841107	41.2320270833315	44.1064546785164	32.4963707343035	31.1226757372668	46.0695771335812	34.8667707172736	73.1444031544546	51.7891389688743	129.548044081849	29.3287786459796	46.9780780375809	46.0985193015099
"N1287_1_1"	23.7926156309937	43.0562381713448	27.1321164822471	24.8963243059613	503.118706423068	20.6273528415343	23.485280860347	24.7219931424158	39.1653921982764	29.0890927928528	26.3834041889336	25.9464518861051	22.4790624552942	33.8825474455491	26.2317018171397	19.9387235806372	19.3694392995838	52.1448846826907	16.9992720510025	18.3470015383292	36.9008924607969	26.6131204412425	25.6383417177591	18.6300279897574	26.9318012741012	0	27.3133910984622	34.0552524547043	69.5977810513464	19.1293173595444	25.9710656390062	24.3938798334522	28.7910515775484	21.9077065360796	19.0643074744963	22.7471957139059	31.4319948881495	20.1551634902682	15.9774167459191	47.590248801558	592.463778244022	819.854943793122	19.5299481551237	44.6541703613479	23.7871503132066	55.9960596646097	40.8023985616095	34.6254652958848	31.4517494848115	32.3247520073893	35.8951194164278	19.2318957580305	24.0036777204576	37.4586790596831	38.1352398085582	28.4095801407358	32.624252693247	38.1281523471508	32.6324836433205	24.8517474402326	30.9965390120083	19.9094685127389	715.562415859786	29.3721347460619	16.1767088436523	30.4338493841917	28.9868735841241	45.3645074295966	39.6170334526273	28.7070366329115	28.933610190214	33.8655315161181	40.4129385021149	24.9752092737371	41.7824566688428	18.5637364291427	66.6027067218981	29.2400819901725	94.9743124188056	28.6135333424815	84.4097789709858	43.3592740451057	27.6273978218847	45.7518953928028	25.6209383137099	36.9965874098417	23.5132845041258	51.0624639728436	39.3258079812798	39.1404606082491	37.6422828301133	38.2431887182868	23.6532811365316	22.6733918373816	41.8294743779311	26.9646131822978	69.8394173610182	46.2887794817984	127.514463819343	21.0878655164581	42.7717158052416	40.2191422155816
